,AEP,GRU,CGH,POA,AJU,SSA,ARU,VCP,ASU,AUA,BEL,FOR,BOG,BPS,BRC,BSB,CNF,BVB,CGB,CKS,CLV,CZS,GYN,MAB,MAO,OPS,PMW,PVH,RBR,STM,BYO,CAC,GIG,SDU,REC,CWB,CXJ,FLN,GEL,JOI,NVT,PET,PFB,XAP,COR,EZE,MDZ,MVD,ROS,CGR,MOC,CPV,CUN,FEN,JDO,JJD,MCP,SLZ,THE,MCO,MIA,IZA,SJK,PUJ,VVI,IGU,IOS,JPA,LDB,MCZ,MGF,NAT,PNZ,PPB,RAO,SJP
PMW,3165.380512837095,1482.3646114849062,1500.0682235811369,2337.4479586704874,3137.30558424665,2882.8936858342086,1822.0583823899572,1425.2435247833994,2613.24544021383,6228.303389960201,4890.508646266574,3754.789204992313,5818.043255820882,3283.3570636485447,4495.5342389600355,627.855025352889,1218.8352627185736,3136.468817292449,1506.5682595291682,1736.1605042664337,846.8342278578481,3484.879944985605,791.7480387139105,1803.9662819369605,2577.308787970009,1567.1878648522256,0.0,2537.4069822118995,2879.5585485006577,2302.567510364728,2403.715121504011,2103.1227336894726,1819.1957493161633,1826.4757434452893,3532.0287054180253,1831.2039231436977,2265.928280279452,1987.7233019916707,2411.434934811285,1860.5817715734868,1913.2831762870376,2558.205852996769,2264.4748909739137,2212.6641274837543,3428.0188021346376,3194.0919642675935,3891.5821395627736,3040.130983466691,3224.4848251075146,2253.3289930242345,1544.8147026301106,3675.39499261122,8085.363008935528,4081.5182264689074,4144.748450806504,3978.557258525663,5210.70314808254,4401.142398596663,4250.474412708167,8349.813590951926,8055.587483801919,1963.8136810906776,1529.132522332917,6722.637349393401,3330.206086749118,2223.443671321873,3107.391522536881,3640.6805404592706,1835.2906682137348,3713.912886886119,1916.7408292169152,3780.2912386799408,3339.2704887220034,1878.958557780005,1643.1448047715826,1762.731165632806
IOS,3369.4381878377635,1676.3749855354945,1704.125898581805,2541.505633671156,478.9097351151138,224.49783670267232,2078.9628553600396,1682.1479977534818,2811.67707588935,6422.313764010789,2375.8954823796653,1240.1760411054045,5306.704465356832,624.9612145170078,4699.591913960703,2479.536497183992,2172.8373420119797,4988.150289123552,3358.2497313602717,3587.8419760975366,2698.5156996889514,5336.5614168167085,2643.4295105450137,3655.647753768064,4428.990259801112,3418.8693366833286,3107.391522536881,4389.0884540430025,4731.240020331761,4154.248982195831,2660.619594474094,2360.0272066595553,2013.2061233667514,2020.4861174958778,874.2764242518273,2035.261598144366,2469.98595528012,2191.7809769923388,2615.492609811953,2064.639446574155,2117.340851287706,2762.2635279974365,2468.532565974582,2416.7218024844224,3630.6271746034245,3398.1496392682616,4094.2028303213638,3244.0274643081666,3428.2361017929125,2510.233465994317,2498.816781923517,1017.6427114450222,7184.803957900997,1423.76594530271,1630.1352869195953,1463.9440946387554,2696.089984195632,1886.5292347097547,1735.8612488212589,7044.543455002283,6809.629978744153,2157.824055141266,1723.142896383505,6916.647723443989,3524.2164607997065,2480.3481442919556,0.0,982.9282592930728,2092.195141183817,1056.1606057199215,2173.6453021869975,1122.5389575137428,680.8746395904666,2135.8630307500875,1900.0492777416648,2019.6356386028883
AJU,3399.3522495475327,1706.2890472452636,1734.039960291574,2571.419695380925,0.0,254.41189841244145,2108.8769170698088,1712.0620594632508,2841.591137599119,6452.227825720558,2405.8095440894344,1270.0901028151736,5336.618527066601,654.8752762267769,4729.505975670472,2509.4505588937614,2202.751403721749,5018.064350833321,3388.163793070041,3617.756037807306,2728.4297613987205,5366.475478526478,2673.343572254783,3685.561815477833,4458.904321510881,3448.7833983930977,3137.30558424665,4419.002515752772,4761.15408204153,4184.1630439056,2690.533656183863,2389.9412683693245,2043.1201850765206,2050.400179205647,904.1904859615964,2065.175659854135,2499.900016989889,2221.695038702108,2645.4066715217223,2094.553508283924,2147.254912997475,2792.1775897072057,2498.4466276843514,2446.6358641941915,3660.5412363131936,3428.0637009780307,4124.116892031133,3273.9415260179358,3458.1501635026816,2540.1475277040863,2528.730843633286,1047.5567731547912,7214.7180196107665,1453.6800070124789,1660.0493486293642,1493.8581563485243,2726.004045905401,1916.4432964195237,1765.7753105310278,7074.457516712052,6839.544040453922,2187.738116851035,1753.0569580932743,6946.561785153758,3554.1305225094757,2510.2622060017247,478.9097351151138,1012.8423210028419,2122.1092028935864,1086.0746674296906,2203.5593638967666,1152.4530192235118,710.7887013002356,2165.7770924598567,1929.963339451434,2049.5497003126575
CGB,3416.2387216604857,1733.2228203082964,1750.926432404527,2588.306167493878,3388.16379307004,3133.751894657599,2072.9165912133476,1676.1017336067896,2864.1036490372207,6479.16159878359,5141.366855089964,4005.6474138157027,6068.901464644272,3534.2152724719344,4746.392447783425,878.7132341762792,1469.6934715419638,3387.3270261158386,0.0,1987.018713089824,1097.6924366812382,3735.738153808995,1042.6062475373008,2054.8244907603507,2828.1669967933994,1818.0460736756158,1506.5682595291682,2788.2651910352897,3130.4167573240484,2553.425719188118,2654.573330327402,2353.9809425128633,2070.0539581395533,2077.3339522686792,3782.886914241415,2082.062131967088,2516.786489102842,2238.581510815061,2662.2931436346753,2111.439980396877,2164.141385110428,2809.0640618201587,2515.3330997973044,2463.5223363071445,3678.8770109580273,3444.9501730909833,4142.440348386163,3290.9891922900806,3475.343033930905,2504.187201847625,1795.6729114535008,3926.2532014346107,8336.221217758919,4332.376435292298,4395.606659629893,4229.415467349054,5461.56135690593,4652.000607420053,4501.332621531557,8600.671799775317,8306.44569262531,2214.671889914068,1779.9907311563072,6973.49555821679,3581.064295572508,2474.3018801452636,3358.2497313602717,3891.5387492826603,2086.148877037125,3964.7710957095096,2167.5990380403055,4031.1494475033305,3590.128697545393,2129.816766603395,1894.0030135949728,2013.5893744561963
OPS,3476.8583269835426,1793.8424256313538,1811.5460377275845,2648.925772816935,3448.7833983930973,3194.371499980656,2133.5361965364045,1736.7213389298468,2924.7232543602777,6539.781204106648,5201.986460413022,4066.26701913876,6129.52106996733,3594.834877794992,4807.012053106483,939.3328394993365,1530.3130768650212,3447.946631438896,1818.0460736756158,2047.6383184128813,1158.3120420042956,3796.3577591320523,1103.225852860358,2115.444096083408,2888.7866021164564,0.0,1567.1878648522256,2848.884796358347,3191.0363626471053,2614.0453245111753,2715.192935650459,2414.60054783592,2130.6735634626107,2137.9535575917366,3843.5065195644725,2142.681737290145,2577.4060944258995,2299.2011161381183,2722.9127489577327,2172.059585719934,2224.760990433485,2869.683667143216,2575.9527051203613,2524.141941630202,3739.4966162810847,3505.5697784140407,4203.059953709221,3351.608797613138,3535.962639253962,2564.806807170682,1856.292516776558,3986.8728067576676,8396.840823081975,4392.996040615355,4456.226264952951,4290.035072672111,5522.1809622289875,4712.620212743111,4561.952226854614,8661.291405098375,8367.065297948366,2275.291495237125,1840.6103364793644,7034.115163539848,3641.6839008955653,2534.9214854683205,3418.8693366833286,3952.1583546057177,2146.768482360182,4025.3907010325665,2228.218643363363,4091.769052826388,3650.7483028684505,2190.4363719264525,1954.6226189180302,2074.2089797792537
VVI,3540.9442167336206,1847.8414752642116,1875.632505382449,2713.0122404717995,3554.130522509475,3299.718624097034,2327.4839637658943,1930.6691061593363,2983.143565618067,6593.7802537395055,5330.093762332774,4194.374321058513,6183.520119600187,3700.1820019113693,4871.067687980874,2702.351061396229,2344.3038317406963,5210.964853335789,3581.064295572508,3810.6565403097734,2921.330263901188,5559.375981028945,2866.2440747572505,3878.4623179803,4651.8048240133485,3641.6839008955653,3330.2060867491177,4611.90301825524,4954.054584543997,4377.063546408068,2909.1407028799485,2608.54831506541,2184.6726130954685,2191.9526072245944,3949.493606292506,2206.7682049450095,2641.492562080764,2363.287583792983,2786.999216612597,2236.1460533747986,2288.84745808835,2933.7701347980806,2640.039172775226,2588.2284092850664,3802.0936643321415,3569.6535355378037,4265.669320050081,3415.493954036883,3599.7025915216295,2758.754574400172,2670.2832716522335,4092.859893485701,8450.839872714834,4498.983127343388,4584.333566872703,4418.142374591864,5650.2882641487395,4840.727514662863,4690.059528774367,8715.290454731232,8421.064347581225,2329.290544869983,1894.6093861122222,7088.1142131727065,0.0,2728.86925269781,3524.216460799706,4058.145441333751,2340.716249589672,4131.3777877606,2422.166410592852,4197.756139554422,3756.095426984828,2384.384139155942,2148.5703861475195,2268.156747008743
BPS,3545.4037289494263,1852.3405266471577,1880.0914396934681,2717.4711747828187,654.8752762267769,400.46337781433544,2254.9283964717024,1858.1135388651448,2987.6426170010127,6598.279305122452,2551.8610234913285,1416.1415822170675,5482.670006468495,0.0,4875.557455072366,2655.5020382956554,2348.8028831236425,5164.115830235215,3534.2152724719344,3763.8075172091994,2874.4812408006146,5512.526957928371,2819.3950516566765,3831.6132948797267,4604.955800912775,3594.8348777949914,3283.3570636485438,4565.053995154665,4907.205561443424,4330.214523307494,2836.5851355857567,2535.992747771218,2189.1716644784146,2196.4516586075406,1050.2419653634904,2211.2271392560287,2645.9514963917827,2367.7465181040016,2791.458150923616,2240.604987685818,2293.3063923993686,2938.2290691090993,2644.498107086245,2592.687343596085,3806.5927157150873,3574.115180379925,4270.168371433027,3419.9930054198294,3604.2016429045752,2686.19900710598,2674.7823230351796,1193.6082525566853,7360.76949901266,1599.731486414373,1806.1008280312583,1639.9096357504184,2872.0555253072953,2062.4947758214175,1911.8267899329219,7220.508996113946,6985.595519855816,2333.789596252929,1899.1084374951683,7092.613264555652,3700.1820019113693,2656.3136854036184,624.9612145170078,1158.8938004047359,2268.16068229548,1232.1261468315847,2349.6108432986607,1298.5044986254059,856.8401807021296,2311.828571861751,2076.014818853328,2195.6011797145516
PNZ,3601.3171540228855,1908.2539517206164,1936.0048647669269,2773.384599856278,710.7887013002356,456.3768028877942,2310.8418215451616,1914.0269639386036,3043.556042074472,6654.19273019591,2607.7744485647872,1472.0550072905264,5538.583431541953,856.8401807021296,4931.470880145825,2711.415463369114,2404.7163081971016,5220.029255308674,3590.1286975453936,3819.7209422826586,2930.3946658740733,5568.44038300183,2875.3084767301357,3887.526719953186,4660.869225986234,3650.7483028684505,3339.270488722003,4620.967420228124,4963.118986516883,4386.127948380953,2892.498560659216,2591.9061728446773,2245.0850895518734,2252.3650836809998,1106.1553904369491,2267.140564329488,2701.864921465242,2423.6599431774607,2847.371575997075,2296.518412759277,2349.219817472828,2994.1424941825585,2700.411532159704,2648.6007686695443,3862.5061407885464,3630.0286054533835,4326.081796506485,3475.9064304932886,3660.1150679780344,2742.112432179439,2730.695748108639,1249.521677630144,7416.682924086119,1655.6449114878317,1862.014253104717,1695.823060823877,2927.968950380754,2118.4082008948767,1967.7402150063806,7276.422421187404,7041.508944929275,2389.703021326388,1955.021862568627,7148.5266896291105,3756.0954269848285,2712.2271104770775,680.8746395904666,1214.8072254781946,2324.074107368939,1288.0395719050434,2405.5242683721194,1354.4179236988646,0.0,2367.7419969352095,2131.9282439267868,2251.5146047880103
CKS,3645.8309663977507,1962.8150650455618,1980.5186771417925,2817.898412231143,3617.756037807306,3363.344139394864,2302.5088359506126,1905.693978344055,3093.6958937744857,6708.753843520856,5370.95909982723,4235.239658552969,6298.493709381538,3763.8075172092003,4975.984692520691,1108.3054789135447,1699.2857162792293,3616.9192708531045,1987.018713089824,0.0,1327.2846814185036,3965.3303985462608,1272.1984922745662,2284.416735497616,3057.7592415306644,2047.6383184128813,1736.1605042664337,3017.857435772555,3360.0090020613134,2783.017963925384,2884.165575064667,2583.5731872501283,2299.646202876819,2306.926197005945,4012.479158978681,2311.654376704353,2746.3787338401075,2468.1737555523264,2891.8853883719407,2341.032225134142,2393.733629847693,3038.6563065574246,2744.9253445345694,2693.11458104441,3908.469255695293,3674.542417828249,4372.032593123429,3520.5814370273465,3704.93527866817,2733.77944658489,2025.2651561907662,4155.845446171876,8565.813462496184,4561.968680029563,4625.198904367159,4459.007712086319,5691.1536016431955,4881.592852157319,4730.924866268822,8830.264044512582,8536.037937362575,2444.2641346513333,2009.5829758935727,7203.087802954056,3810.656540309774,2703.8941248825286,3587.8419760975366,4121.130994019926,2315.74112177439,4194.363340446775,2397.191282777571,4260.741692240596,3819.720942282659,2359.409011340661,2123.5952583322382,2243.1816191934618
MAB,3713.636744068278,2030.6208427160886,2048.3244548123193,2885.7041899016704,3685.561815477832,3431.1499170653915,2370.31461362114,1973.4997560145819,3161.501671445013,6776.559621191383,5438.764877497756,4303.045436223495,6366.299487052064,3831.6132948797267,5043.7904701912175,1176.1112565840715,1767.091493949756,3684.725048523631,2054.8244907603507,2284.416735497616,1395.0904590890304,4033.136176216787,1340.004269945093,0.0,3125.5650192011917,2115.444096083408,1803.9662819369605,3085.663213443082,3427.8147797318406,2850.82374159591,2951.971352735194,2651.3789649206556,2367.4519805473456,2374.7319746764715,4080.2849366492073,2379.4601543748804,2814.1845115106344,2535.979533222853,2959.6911660424676,2408.8380028046695,2461.5394075182203,3106.462084227951,2812.7311222050967,2760.920358714937,3976.2750333658196,3742.3481954987756,4439.838370793956,3588.387214697873,3772.7410563386975,2801.5852242554174,2093.0709338612933,4223.651223842403,8633.61924016671,4629.77445770009,4693.004682037686,4526.813489756846,5758.959379313722,4949.398629827845,4798.73064393935,8898.06982218311,8603.843715033101,2512.06991232186,2077.3887535640997,7270.893580624583,3878.4623179803,2771.699902553056,3655.647753768064,4188.936771690453,2383.5468994449175,4262.169118117302,2464.9970604480977,4328.547469911123,3887.5267199531854,2427.2147890111873,2191.401036002765,2310.9873968639886
REC,3794.716938387295,2101.652131028294,2129.4046491313366,2966.784384220687,904.1904859615964,649.778587549155,2503.6000382411835,2106.7851806346257,3236.9542213821496,6847.590909503589,1763.1240057781808,627.40456450392,4693.932988755348,1050.2419653634904,5124.870664510235,2904.173680065136,2598.1144875047794,5412.787472004696,3782.886914241415,4012.479158978681,3123.1528825700952,5761.198599697852,3068.0666934261576,4080.2849366492073,4853.6274426822565,3843.5065195644725,3532.0287054180253,4813.725636924146,5155.877203212905,4578.886165076975,3085.256777355238,2784.664389540699,2438.483268859551,2445.7632629886775,0.0,2460.540348693897,2895.2647058296516,2617.0597275418704,3040.7713603614848,2489.9181971236862,2542.6196018372375,3187.542278546968,2893.8113165241134,2842.000553033954,4055.904320096224,3823.428389817793,4519.4799758141635,3669.304609800966,3853.513247285712,2934.870648875461,2924.093927416316,143.36628719319498,6572.032481299513,549.4895210508827,1017.3638103181107,851.1726180372709,2083.3185075941474,1273.75775810827,1123.0897722197744,6431.771978400799,6196.858502142668,2583.1012006340657,2148.420041876305,7341.924868936789,3949.493606292506,2904.9853271730994,874.2764242518273,108.65183504124543,2516.832324064961,181.88418146809425,2598.282485068142,248.26253326191548,1106.1553904369491,2560.5002136312314,2324.6864606228087,2444.2728214840326
JPA,3903.3687734285404,2210.3039660695395,2238.056484172582,3075.4362192619324,1012.8423210028419,758.4304225904004,2612.2518732824287,2215.437015675871,3345.606056423395,6956.242744544834,1871.7758408194263,736.0563995451655,4802.584823796593,1158.8938004047359,5233.52249955148,3012.8255151063813,2706.7663225460246,5521.439307045941,3891.5387492826603,4121.130994019926,3231.8047176113405,5869.850434739097,3176.718528467403,4188.936771690453,4962.279277723502,3952.1583546057177,3640.6805404592706,4922.377471965391,5264.529038254151,4687.53800011822,3193.908612396483,2893.3162245819444,2547.1351039007964,2554.415098029923,108.65183504124543,2569.1921837351424,3003.916540870897,2725.7115625831157,3149.42319540273,2598.5700321649315,2651.2714368784827,3296.1941135882134,3002.4631515653587,2950.6523880751993,4164.556155137469,3932.080224859038,4628.131810855409,3777.956444842211,3962.1650823269574,3043.5224839167063,3032.7457624575613,252.0181222344404,6680.684316340758,658.1413560921281,1126.015645359356,959.8244530785164,2191.9703426353926,1382.4095931495156,1231.74160726102,6540.423813442044,6305.510337183913,2691.753035675311,2257.07187691755,7450.576703978034,4058.145441333751,3013.6371622143447,982.9282592930728,0.0,2625.4841591062063,290.5360165093397,2706.934320109387,356.9143683031609,1214.8072254781946,2669.1520486724767,2433.338295664054,2552.924656525278
CPV,3938.0832255804903,2245.0184182214894,2272.7709363245317,3110.1506714138823,1047.5567731547915,793.1448747423499,2646.9663254343786,2250.151467827821,3380.320508575345,6990.957196696783,1906.4902929713758,770.770851697115,4837.299275948542,1193.6082525566853,5268.236951703429,3047.539967258331,2741.4807746979745,5556.15375919789,3926.25320143461,4155.845446171876,3266.5191697632904,5904.564886891047,3211.4329806193527,4223.651223842402,4996.993729875451,3986.8728067576676,3675.3949926112205,4957.091924117341,5299.2434904061,4722.25245227017,3228.623064548433,2928.0306767338943,2581.8495560527463,2589.1295501818727,143.36628719319498,2603.9066358870923,3038.6309930228467,2760.4260147350656,3184.13764755468,2633.2844843168814,2685.9858890304326,3330.9085657401633,3037.1776037173086,2985.366840227149,4199.270607289419,3966.794677010988,4662.846263007358,3812.670896994161,3996.8795344789073,3078.236936068656,3067.4602146095112,0.0,6715.398768492708,692.8558082440777,1160.7300975113058,994.5389052304658,2226.6847947873425,1417.124045301465,1266.4560594129694,6575.138265593993,6340.224789335863,2726.467487827261,2291.7863290695,7485.291156129983,4092.859893485701,3048.3516143662946,1017.6427114450223,252.0181222344404,2660.1986112581562,325.25046866128923,2741.648772261337,391.6288204551105,1249.521677630144,2703.8665008244266,2468.052747816004,2587.639108677228
MCZ,3976.6011198553892,2283.5363124963883,2311.2888305994306,3148.668565688781,1086.0746674296906,831.6627690172493,2685.4842197092776,2288.66936210272,3418.8384028502437,7029.475090971683,1945.0081872462752,809.2887459720143,4875.817170223442,1232.1261468315847,5306.754845978329,3086.05786153323,2779.9986689728735,5594.67165347279,3964.771095709509,4194.3633404467755,3305.0370640381893,5943.0827811659465,3249.9508748942517,4262.169118117302,5035.511624150351,4025.3907010325665,3713.9128868861194,4995.60981839224,5337.761384681,4760.7703465450695,3267.140958823332,2966.5485710087933,2620.367450327645,2627.6474444567716,181.88418146809425,2642.4245301619912,3077.1488872977457,2798.9439090099645,3222.655541829579,2671.8023785917803,2724.5037833053316,3369.4264600150623,3075.6954979922075,3023.884734502048,4237.788501564319,4005.312571285887,4701.364157282258,3851.18879126906,4035.3974287538063,3116.754830343555,3105.97810888441,325.25046866128923,6753.916662767608,731.3737025189769,1199.247991786205,1033.0567995053652,2265.2026890622415,1455.6419395763644,1304.9739536878687,6613.656159868893,6378.7426836107625,2764.9853821021597,2330.304223344399,7523.809050404883,4131.3777877606,3086.8695086411935,1056.1606057199215,290.5360165093397,2698.716505533055,0.0,2780.166666536236,430.14671473000976,1288.0395719050434,2742.3843950993255,2506.5706420909028,2626.1570029521267
FOR,4038.248183304133,2346.532845794301,2372.9358940481748,3210.3156291375253,1270.0901028151736,1015.6782044027321,2726.360537815471,2329.5456802089134,3481.8349361481564,7092.471624269596,1135.7194412742608,0.0,4066.5284242514276,1416.1415822170675,5368.401909427073,3126.9341796394237,2828.1971615929097,5635.547971578983,4005.6474138157027,4235.239658552969,3345.913382144383,5983.95909927214,3290.8271930004453,4303.045436223495,5076.387942256544,4066.26701913876,3754.789204992313,5036.486136498434,5378.637702787193,4801.646664651263,3308.0172769295255,3007.424889114987,2683.363983625558,2690.643977754684,627.40456450392,2704.0715936107354,3138.79595074649,2860.5909724587086,3284.302605278323,2733.4494420405244,2786.1508467540752,3431.0735234638064,3137.3425614409516,3085.531797950792,4300.7850348622305,4066.9596347346314,4764.36069058017,3912.9986539337287,4097.352495574552,3157.6311484497487,3154.176601504447,770.770851697115,5944.627916795593,1176.8940855548026,389.9592458141907,223.76805353335084,1455.9139430902276,646.3531936043502,495.68520771585435,5804.367413896878,5569.453937638748,2827.9819154000725,2393.3007566423116,7586.805583702795,4194.374321058513,3127.745826747387,1240.1760411054045,736.0563995451655,2739.5928236392488,809.2887459720143,2821.0429846424295,875.6670977658355,1472.0550072905264,2783.260713205519,2547.4469601970964,2667.0333210583203
NAT,4042.9794716492106,2349.9146642902097,2377.667182393252,3215.0469174826026,1152.453019223512,898.0411208110704,2751.862571503099,2355.047713896541,3485.216754644065,7095.853442765504,2011.3865390400963,875.6670977658355,4942.195522017263,1298.5044986254059,5373.13319777215,3152.4362133270515,2846.377020766695,5661.050005266611,4031.1494475033305,4260.741692240596,3371.4154158320107,6009.461132959767,3316.329226688073,4328.547469911123,5101.889975944172,4091.769052826388,3780.2912386799408,5061.988170186061,5404.139736474821,4827.14869833889,3333.519310617153,3032.9269228026146,2686.7458021214666,2694.025796250593,248.26253326191548,2708.8028819558126,3143.527239091567,2865.322260803786,3289.0338936234,2738.1807303856017,2790.882135099153,3435.8048118088836,3142.073849786029,3090.2630862958695,4304.16685335814,4071.690923079708,4767.742509076079,3917.5671430628813,4101.775780547628,3183.1331821373765,3172.3564606782315,391.6288204551105,6820.295014561429,797.7520543127981,1265.6263435800263,1099.4351512991864,2331.581040856063,1522.0202913701855,1371.3523054816899,6680.034511662714,6445.121035404583,2831.363733895981,2396.6825751382203,7590.187402198704,4197.756139554422,3153.247860435015,1122.5389575137428,356.9143683031609,2765.0948573268765,430.14671473000976,2846.5450183300572,0.0,1354.4179236988646,2808.762746893147,2572.948993884724,2692.535354745948
STM,4212.237972496045,2529.2220711438563,2546.925683240087,3384.3054183294375,4184.1630439056,3929.7511454931587,2868.915842048907,2472.1009844423493,3660.10289987278,7275.16084961915,5937.366105925524,4801.646664651263,6864.900715479832,4330.214523307494,5542.391698618985,1674.712485011839,2265.6927223775238,4183.3262769513985,2553.425719188118,2783.017963925384,1893.691687516798,4531.737404644555,1838.6054983728604,2850.82374159591,3624.166247628959,2614.0453245111753,2302.567510364728,3584.2644418708496,3926.416008159608,0.0,3450.5725811629613,3149.9801933484227,2866.053208975113,2873.333203104239,4578.886165076975,2878.0613828026476,3312.785739938402,3034.580761650621,3458.292394470235,2907.4392312324367,2960.1406359459875,3605.0633126557186,3311.332350632864,3259.5215871427044,4474.876261793587,4240.949423926543,4938.439599221723,4086.9884431256405,4271.342284766464,3300.1864526831846,2591.6721622890605,4722.25245227017,9132.220468594478,5128.375686127858,5191.605910465453,5025.414718184613,6257.56060774149,5447.999858255613,5297.331872367116,9396.671050610876,9102.444943460869,3010.6711407496277,2575.989981991867,7769.49480905235,4377.063546408068,3270.301130980823,4154.248982195832,4687.53800011822,2882.1481278726847,4760.770346545069,2963.5982888758654,4827.14869833889,4386.127948380953,2925.816017438955,2690.0022644305327,2809.588625291756
JJD,4262.016236837484,2570.3008993276517,2596.7039475815254,3434.083682670876,1493.8581563485245,1239.446257936083,2950.128591348822,2553.313733742264,3705.602989681507,7316.239677802947,1359.4874948076117,223.76805353335084,4290.296477784778,1639.9096357504184,5592.1699629604245,3350.7022331727744,3051.9652151262603,5859.3160251123345,4229.415467349054,4459.00771208632,3569.6814356777336,6207.727152805491,3514.595246533796,4526.813489756846,5300.155995789895,4290.035072672111,3978.5572585256637,5260.254190031785,5602.405756320544,5025.414718184614,3531.785330462876,3231.1929426483375,2907.1320371589086,2914.4120312880345,851.1726180372709,2927.839647144086,3362.5640042798404,3084.3590259920593,3508.0706588116736,2957.217495573875,3009.918900287426,3654.841576997157,3361.1106149743023,3309.299851484143,4524.553088395582,4290.727688267983,4988.128744113521,4136.76670746708,4321.120549107904,3381.3992019830994,3377.9446550377975,994.5389052304658,6168.395970328944,1400.6621390881535,613.7272993475415,0.0,1679.6819966235785,870.121247137701,719.4532612492052,6028.135467430229,5793.2219911720995,3051.749968933423,2617.0688101756623,7810.573637236146,4418.142374591864,3351.513880280738,1463.9440946387554,959.8244530785164,2963.3608771725994,1033.0567995053652,3044.81103817578,1099.4351512991864,1695.8230608238773,3007.0287667388698,2771.215013730447,2890.801374591671
FEN,4344.206459438178,2651.1416520791768,2678.894170182219,3516.2739052715697,1453.680007012479,1199.2681086000375,3053.089559292066,2656.2747016855083,3786.443742433032,7397.080430554472,2312.6135268290636,1176.8940855548026,5243.422509806231,1599.7314864143732,5674.360185561118,3453.6632011160186,3147.604008555662,5962.276993055579,4332.376435292298,4561.968680029564,3672.642403620978,6310.688120748735,3617.55621447704,4629.77445770009,5403.1169637331395,4392.996040615355,4081.518226468908,5363.215157975029,5705.3667242637885,5128.375686127858,3634.7462984061203,3334.1539105915817,2987.9727899104337,2995.25278403956,549.4895210508827,3010.0298697447797,3444.754226880534,3166.549248592753,3590.2608814123673,3039.407718174569,3092.10912288812,3737.0317995978507,3443.300837574996,3391.4900740848366,4605.393841147107,4372.917910868676,5068.9694968650465,4218.794130851848,4403.002768336595,3484.3601699263436,3473.5834484671987,692.8558082440777,7121.522002350396,0.0,1566.8533313689934,1400.6621390881537,2632.80802864503,1823.2472791591526,1672.5792932706572,6981.261499451682,6746.348023193551,3132.590721684948,2697.9095629271874,7891.414389987672,4498.983127343388,3454.474848223982,1423.76594530271,658.1413560921281,3066.3218451158436,731.3737025189769,3147.7720061190244,797.7520543127981,1655.644911487832,3109.989734682114,2874.1759816736912,2993.762342534915
JDO,4428.2074291183235,2736.4920916084916,2762.8951398623653,3600.274874951716,1660.0493486293644,1405.6374502169228,3116.3197836296617,2719.504926023104,3871.794181962347,7482.430870083786,1525.6786870884516,389.9592458141907,4456.487670065619,1806.100828031258,5758.361155241264,3516.8934254536143,3218.1564074071002,6025.507217393174,4395.606659629893,4625.198904367159,3735.8726279585735,6373.91834508633,3680.786438814636,4693.004682037686,5466.347188070735,4456.226264952951,4144.748450806504,5426.445382312624,5768.596948601384,5191.605910465453,3697.976522743716,3397.3841349291774,3073.3232294397485,3080.6032235688745,1017.3638103181107,3094.030839424926,3528.7551965606804,3250.550218272899,3674.2618510925136,3123.408687854715,3176.110092568266,3821.032769277997,3527.301807255142,3475.491043764983,4690.744280676421,4456.918880548822,5154.31993639436,4302.957899747919,4487.311741388743,3547.5903942639393,3544.1358473186374,1160.7300975113058,6334.587162609783,1566.8533313689932,0.0,613.7272993475415,1845.8731889044184,1036.3124394185409,885.644453530045,6194.326659711069,5959.413183452939,3217.941161214263,2783.260002456502,7976.764829516986,4584.333566872703,3517.7050725615777,1630.1352869195953,1126.0156453593563,3129.5520694534393,1199.2479917862051,3211.00223045662,1265.626343580026,1862.0142531047172,3173.2199590197097,2937.406206011287,3056.992566872511
PVH,4447.0774443432165,2764.0615429910276,2781.7651550872583,3619.144890176609,4419.002515752772,4164.59061734033,3103.7553138960784,2706.9404562895206,3894.9423717199516,7510.000321466322,6172.2055777726955,5036.4861364984345,7099.740187327004,4565.053995154666,5777.231170466157,1909.5519568590105,2500.532194224695,4418.16574879857,2788.2651910352897,3017.857435772555,2128.5311593639694,4766.576876491727,2073.444970220032,3085.663213443082,3859.0057194761303,2848.884796358347,2537.4069822118995,0.0,4161.255480006779,3584.2644418708496,3685.4120530101327,3384.819665195594,3100.892680822285,3108.172674951411,4813.725636924147,3112.900854649819,3547.6252117855734,3269.420233497792,3693.1318663174065,3142.278703079608,3194.980107793159,3839.9027845028904,3546.171822480035,3494.361058989876,4709.715733640759,4475.788895773715,5173.279071068895,4321.827914972812,4506.181756613636,3535.025924530356,2826.511634136232,4957.0919241173415,9367.05994044165,5363.215157975029,5426.445382312625,5260.254190031785,6492.400079588661,5682.8393301027845,5532.171344214288,9631.510522458047,9337.28441530804,3245.510612596799,2810.8294538390383,8004.334280899522,4611.90301825524,3505.1406028279944,4389.0884540430025,4922.377471965392,3116.987599719856,4995.60981839224,3198.4377607230367,5061.988170186062,4620.967420228125,3160.655489286127,2924.841736277704,3044.4280971389276
