,AEP,GRU,CGH,POA,AJU,SSA,ARU,VCP,ASU,AUA,BEL,FOR,BOG,BPS,BRC,BSB,CNF,BVB,CGB,CKS,CLV,CZS,GYN,MAB,MAO,OPS,PMW,PVH,RBR,STM,BYO,CAC,GIG,SDU,REC,CWB,CXJ,FLN,GEL,JOI,NVT,PET,PFB,XAP,COR,EZE,MDZ,MVD,ROS,CGR,MOC,CPV,CUN,FEN,JDO,JJD,MCP,SLZ,THE,MCO,MIA,IZA,SJK,PUJ,VVI,IGU,IOS,JPA,LDB,MCZ,MGF,NAT,PNZ,PPB,RAO,SJP
LDB,2160.160125528917,492.8747743254603,494.8478362729587,1332.2275713623094,2122.1092028935864,1867.6973044811448,806.8620010368932,410.0471434303355,1608.025052905652,5238.813552800754,3875.3122649135094,2739.5928236392488,4828.553418661436,2268.1606822954805,3490.313851651857,1207.4356428608457,908.6986248143317,3716.0494348004054,2086.148877037125,2315.7411217743906,1426.414845365805,4064.4605624935616,1371.3286562218673,2383.5468994449175,3156.8894054779657,2146.768482360182,1835.290668213735,3116.987599719856,3459.1391660086147,2882.1481278726847,1388.5187401509475,1087.9263523364089,808.3625735907964,817.4341568367336,2516.832324064961,825.9835358355194,1260.7078929712736,982.5029146834925,1406.2145475031068,855.3613842653085,908.0627889788594,1552.9854656885905,1259.2545036657357,1207.443740175576,2422.798414826459,2188.871576959415,2886.361752254595,2034.9105961585124,2219.2644377993365,1238.1326116711707,1234.6780647258688,2660.1986112581562,7095.873171776082,3066.3218451158436,3129.5520694534393,2963.3608771725994,4195.506766729476,3385.946017243599,3235.278031355103,7360.323753792481,7066.097646642473,952.9805053653108,539.6426851734709,5733.147512233954,2340.716249589672,1208.2472899688091,2092.195141183817,2625.4841591062063,0.0,2698.716505533055,901.5444478638515,2765.0948573268765,2324.074107368939,863.7621764269413,627.9484234185187,747.5347842797423
IZA,2169.0955245678438,481.44906960577134,503.7832353118855,1341.162970401236,2187.738116851035,1933.3262184385935,939.748219541533,542.9333619349753,1616.7511599596266,5227.387848081066,3963.701356674333,2827.9819154000725,4817.127713941748,2333.789596252929,3499.249250690784,1335.9586557377886,977.9114260822563,3844.5724476773485,2214.671889914068,2444.2641346513333,1554.9378582427476,4192.983575370505,1499.8516690988101,2512.06991232186,3285.412418354909,2275.291495237125,1963.8136810906774,3245.510612596799,3587.6621788855578,3010.6711407496277,1521.4049586555873,1220.8125708410487,144.6179317745144,159.29279369508384,2583.1012006340657,834.9189348744462,1269.6432920102004,991.4383137224191,1415.1499465420336,864.2967833042353,916.9981880177862,1561.920864727517,1268.1899027046622,1216.3791392145029,2431.733813865386,2197.806975998342,2895.297151293522,2043.8459951974392,2228.1998368382633,1371.0188301758105,1303.890865993793,2726.467487827261,7084.447467056393,3132.590721684948,3217.941161214263,3051.749968933423,4283.8958584903,3474.3351090044225,3323.6671231159266,7348.898049072793,7054.671941922784,0.0,528.2169804537821,5721.7218075142655,2329.290544869983,1341.133508473449,2157.824055141266,2691.753035675311,952.9805053653108,2764.9853821021597,1034.430666368491,2831.363733895981,2389.703021326388,996.6483949315812,760.8346419231585,880.421002784382
CNF,2189.258706740088,496.46235647648496,523.94641748413,1361.3261525734806,2202.751403721749,1948.3395053093072,895.4663389905538,498.6514813839962,1631.7644468303404,5242.40113495178,3963.9166028671702,2828.1971615929097,4832.141000812461,2348.8028831236425,3519.4124328630282,590.9802373656846,0.0,3099.5940293052445,1469.6934715419638,1699.2857162792293,809.9594398706437,3448.0051569984007,754.8732507267061,1767.091493949756,2540.4339999828044,1530.3130768650212,1218.8352627185736,2500.532194224695,2842.6837605134533,2265.6927223775238,1477.1230781046083,1176.5306902900697,833.2934943077419,840.573488436868,2598.1144875047794,855.0821170466908,1289.806474182445,1011.6014958946637,1435.3131287142783,884.4599654764799,937.1613701900308,1582.0840468997617,1288.353084876907,1236.5423213867475,2450.714545544415,2217.9701581705867,2914.2902012623545,2064.009177369684,2248.323472733903,1326.7369496248316,325.979439911537,2741.480774697974,7099.460753927107,3147.6040085556615,3218.1564074071002,3051.9652151262603,4284.111104683137,3474.5503551972597,3323.882369308764,7363.911335943506,7069.685228793498,977.9114260822563,543.2302673244957,5736.73509438498,2344.3038317406963,1296.85162792247,2172.8373420119797,2706.7663225460246,908.6986248143317,2779.998668972873,990.1487858175121,2846.377020766695,2404.716308197101,952.366514380602,716.5527613721794,836.139122233403
PPB,2203.8280150951873,536.5426638917306,538.515725839229,1375.8954609285797,2165.7770924598567,1911.3651940474151,850.5298906031635,453.7150329966058,1651.6929424719224,5282.481442367025,3918.9801544797797,2783.260713205519,4872.221308227707,2311.828571861751,3533.9817412181274,1251.103532427116,952.366514380602,3759.7173243666757,2129.8167666033955,2359.409011340661,1470.0827349320753,4108.128452059832,1414.9965457881376,2427.214789011188,3200.557295044236,2190.4363719264525,1878.9585577800053,3160.6554892861263,3502.807055574885,2925.816017438955,1432.1866297172178,1131.5942419026792,852.0304631570667,861.1020464030039,2560.5002136312314,869.6514254017898,1304.375782537544,1026.1708042497628,1449.8824370693771,899.0292738315788,951.7306785451298,1596.6533552548608,1302.922393232006,1251.1116297418464,2466.4663043927294,2232.5394665256854,2930.0296418208654,2078.5784857247827,2262.932327365607,1281.800501237441,1278.3459542921391,2703.8665008244266,7139.541061342353,3109.989734682114,3173.2199590197097,3007.0287667388698,4239.174656295747,3429.613906809869,3278.9459209213733,7403.991643358751,7109.7655362087435,996.6483949315812,583.3105747397412,5776.815401800225,2384.384139155942,1251.9151795350795,2135.8630307500875,2669.1520486724767,863.7621764269413,2742.3843950993255,945.2123374301218,2808.762746893147,2367.7419969352095,0.0,671.616312984789,791.2026738460127
MGF,2241.6102865320977,574.3249353286407,576.2979972761392,1413.6777323654896,2203.5593638967666,1949.1474654843253,888.3121620400736,491.4973044335159,1689.4752139088325,5320.2637138039345,3956.76242591669,2821.0429846424295,4910.003579664616,2349.6108432986607,3571.7640126550377,1288.8858038640262,990.1487858175121,3797.499595803586,2167.5990380403055,2397.191282777571,1507.8650063689854,4145.910723496742,1452.7788172250478,2464.9970604480977,3238.3395664811464,2228.218643363363,1916.7408292169152,3198.4377607230367,3540.5893270117954,2963.5982888758654,1469.968901154128,1169.3765133395893,889.8127345939768,898.884317839914,2598.282485068142,907.4336968386999,1342.158053974454,1063.953075686673,1487.6647085062873,936.811545268489,989.5129499820398,1634.4356266917707,1340.7046646689162,1288.8939011787566,2504.2485758296393,2270.3217379625958,2967.811913257776,2116.360757161693,2300.714598802517,1319.5827726743512,1316.128225729049,2741.648772261337,7177.323332779262,3147.7720061190244,3211.00223045662,3044.81103817578,4276.956927732656,3467.3961782467795,3316.7281923582836,7441.773914795661,7147.547807645653,1034.4306663684913,621.0928461766514,5814.597673237135,2422.166410592852,1289.6974509719896,2173.645302186998,2706.934320109387,901.5444478638515,2780.166666536236,0.0,2846.5450183300572,2405.5242683721194,945.2123374301218,709.3985844216991,828.9849452829227
XAP,2377.9081931585756,740.3869340208548,712.5959039026174,1549.975638991968,2446.6358641941915,2192.22396578175,1194.2114543517982,797.3965967452406,1825.7731205353107,5486.325712496149,4221.251239225053,3085.531797950792,5076.065578356831,2592.6873435960856,3708.0619192815157,1584.8091021308653,1236.5423213867475,4093.422894070425,2463.5223363071445,2693.11458104441,1803.7883046358243,4441.834021763581,1748.7021154918866,2760.920358714937,3534.2628647479855,2524.141941630202,2212.6641274837543,3494.361058989876,3836.5126252786345,3259.5215871427044,1775.8681934658525,1475.275805651314,1071.7612074399885,1078.4179185324465,2842.000553033954,1043.731603465178,1478.4559606009323,1200.250982313151,1623.9626151327654,1073.1094518949672,1125.810856608518,1770.733533318249,1477.0025712953943,0.0,2640.5464824561177,2406.6196445890737,3104.1098198842537,2252.658663788171,2437.012505428995,1625.4820649860758,1562.5217612982842,2985.366840227149,7343.385331471477,3391.4900740848366,3475.491043764983,3309.299851484143,4541.44574104102,3731.8849915551423,3581.2170056666464,7607.835913487876,7313.609806337868,1216.3791392145029,787.1548448688656,5980.659671929349,2588.2284092850664,1595.5967432837142,2416.7218024844224,2950.6523880751993,1207.443740175576,3023.884734502048,1288.8939011787566,3090.2630862958695,2648.6007686695443,1251.1116297418464,1015.2978767334238,1134.8842375946474
CAC,2427.992191004655,760.7068398011983,762.6799017486967,1600.0596368380473,2389.9412683693245,2135.529369956883,1074.6940665126313,677.8792089060735,1875.8571183813901,5506.645618276492,4143.144330389247,3007.424889114987,5096.385484137174,2535.992747771218,3758.145917127595,1475.2677083365838,1176.5306902900697,3983.8815002761435,2353.9809425128633,2583.5731872501283,1694.246910841543,4332.2926279693,1639.1607216976054,2651.3789649206556,3424.721470953704,2414.60054783592,2103.1227336894726,3384.819665195594,3726.9712314843528,3149.9801933484227,1656.3508056266855,0.0,1076.1946390665344,1085.2662223124717,2784.664389540699,1093.8156013112575,1528.5399584470115,1250.3349801592303,1674.0466129788447,1123.1934497410466,1175.8948544545974,1820.8175311643283,1527.0865691414738,1475.275805651314,2690.6304803021967,2456.703642435153,3154.193817730333,2302.7426616342505,2487.0965032750746,1505.9646771469088,1502.5101302016067,2928.0306767338943,7363.70523725182,3334.1539105915817,3397.3841349291774,3231.1929426483375,4463.338832205214,3653.778082719337,3503.110096830841,7628.155819268219,7333.929712118211,1220.812570841049,807.474750649209,6000.979577709692,2608.54831506541,1476.0793554445472,2360.0272066595553,2893.3162245819444,1087.9263523364089,2966.5485710087933,1169.3765133395893,3032.9269228026146,2591.906172844677,1131.5942419026792,895.7804888942567,1015.3668497554802
PFB,2429.7189566487355,792.1976975110144,764.406667392777,1601.7864024821274,2498.446627684351,2244.03472927191,1246.0222178419579,849.2073602354002,1877.5838840254705,5538.136475986309,4273.062002715213,3137.3425614409516,5127.876341846991,2644.498107086245,3759.872682771675,1636.619865621025,1288.353084876907,4145.233657560585,2515.333099797304,2744.9253445345694,1855.599068125984,4493.644785253741,1800.5128789820465,2812.731122205096,3586.073628238145,2575.9527051203613,2264.4748909739137,3546.171822480035,3888.323388768794,3311.332350632864,1827.6789569560124,1527.0865691414738,1123.571970930148,1130.2286820226059,2893.8113165241134,1095.5423669553377,1530.2667240910919,1252.0617458033107,1675.773378622925,1124.9202153851268,1177.6216200986778,1822.5442968084085,0.0,1477.0025712953943,2692.357245946277,2458.4304080792335,3155.920583374413,2304.469427278331,2488.8232689191545,1677.2928284762356,1614.332524788444,3037.1776037173086,7395.196094961637,3443.300837574996,3527.301807255142,3361.1106149743023,4593.256504531179,3783.6957550453017,3633.027769156806,7659.646676978035,7365.4205698280275,1268.1899027046625,838.9656083590252,6032.470435419509,2640.039172775226,1647.407506773874,2468.5325659745818,3002.4631515653587,1259.2545036657357,3075.6954979922075,1340.7046646689162,3142.073849786029,2700.4115321597037,1302.922393232006,1067.1086402235833,1186.695001084807
CXJ,2431.172345954273,793.6510868165524,765.8600566983149,1603.2397917876656,2499.900016989889,2245.4881185774475,1247.4756071474958,850.6607495409381,1879.0372733310082,5539.589865291847,4274.51539202075,3138.79595074649,5129.329731152528,2645.951496391783,3761.326072077213,1638.0732549265629,1289.806474182445,4146.687046866123,2516.786489102842,2746.3787338401075,1857.0524574315218,4495.098174559279,1801.9662682875842,2814.1845115106344,3587.527017543683,2577.4060944258995,2265.928280279452,3547.6252117855734,3889.776778074332,3312.785739938402,1829.13234626155,1528.5399584470115,1125.025360235686,1131.682071328144,2895.2647058296516,1096.9957562608756,0.0,1253.5151351088487,1677.226767928463,1126.3736046906647,1179.0750094042155,1823.9976861139467,1530.2667240910919,1478.4559606009323,2693.8106352518153,2459.8837973847712,3157.3739726799513,2305.9228165838686,2490.2766582246927,1678.7462177817733,1615.7859140939818,3038.6309930228467,7396.649484267175,3444.754226880534,3528.7551965606804,3362.5640042798404,4594.709893836717,3785.14914435084,3634.481158462344,7661.100066283573,7366.873959133565,1269.6432920102004,840.4189976645631,6033.923824725047,2641.492562080764,1648.8608960794118,2469.98595528012,3003.916540870897,1260.7078929712736,3077.1488872977457,1342.158053974454,3143.527239091567,2701.864921465242,1304.375782537544,1068.5620295291214,1188.148390390345
MOC,2515.2381466516254,822.4417963880219,849.925857395667,1687.3055924850175,2528.730843633286,2274.3189452208444,1221.4457789020908,824.6309212955332,1957.7438867418773,5568.380574863317,4289.896042778707,3154.176601504447,5158.120440723998,2674.7823230351796,3845.3918727745654,916.9596772772215,325.979439911537,3425.5734692167816,1795.6729114535008,2025.2651561907662,1135.9388797821807,3773.984596909938,1080.852690638243,2093.0709338612933,2866.4134398943415,1856.2925167765582,1544.8147026301106,2826.5116341362323,3168.6632004249905,2591.672162289061,1803.1025180161453,1502.5101302016067,1159.2729342192788,1166.552928348405,2924.0939274163165,1181.0615569582278,1615.785914093982,1337.5809358062006,1761.2925686258152,1210.439405388017,1263.1408101015677,1908.0634868112986,1614.3325247884438,1562.5217612982844,2776.6939854559523,2543.949598082124,3240.2696411738916,2389.988617281221,2574.3029126454403,1652.7163895363685,0.0,3067.4602146095112,7425.4401938386445,3473.5834484671987,3544.1358473186374,3377.9446550377975,4610.090544594674,3800.529795108797,3649.861809220301,7689.890775855043,7395.664668705035,1303.8908659937933,869.2097072360327,6062.714534296517,2670.2832716522335,1622.831067834007,2498.816781923517,3032.745762457562,1234.6780647258686,3105.97810888441,1316.128225729049,3172.356460678232,2730.6957481086383,1278.345954292139,1042.5322012837164,1162.11856214494
BSB,2537.525487484206,854.5095861320173,872.213198228248,1709.5929333175986,2509.450558893761,2255.0386604813198,1194.2033570370681,797.3884994305104,1985.3904148609413,5600.448364607311,4262.653620913685,3126.9341796394237,5190.188230467993,2655.5020382956554,3867.6792136071463,0.0,590.9802373656846,2508.6137919395596,878.7132341762792,1108.3054789135447,218.97920250495906,2857.024919632716,163.8930133610215,1176.1112565840715,1949.45376261712,939.3328394993365,627.855025352889,1909.5519568590105,2251.703523147769,1674.712485011839,1775.8600961511224,1475.2677083365838,1191.3407239632743,1198.6207180924002,2904.173680065136,1203.3488977908087,1638.0732549265629,1359.8682766387817,1783.579909458396,1232.7267462205978,1285.4281509341486,1930.3508276438797,1636.619865621025,1584.8091021308653,2800.1637767817483,2566.2369389147043,3263.7271142098843,2412.2759581138016,2596.6297997546258,1625.4739676713457,916.9596772772215,3047.539967258331,7457.507983582639,3453.6632011160186,3516.8934254536143,3350.7022331727744,4582.848122729651,3773.287373243774,3622.619387355278,7721.958565599038,7427.73245844903,1335.9586557377886,901.277496980028,6094.782324040511,2702.351061396229,1595.588645968984,2479.536497183992,3012.8255151063813,1207.4356428608457,3086.05786153323,1288.8858038640262,3152.4362133270515,2711.415463369114,1251.103532427116,1015.2897794186936,1134.876140279917
IGU,2548.3131286370553,881.0277774335985,883.000839381097,1720.3805744704475,2510.2622060017247,2255.850307589283,1195.0150041450315,798.2001465384737,1996.1780560137904,5626.966555908893,4263.465268021648,3127.745826747387,5216.706421769574,2656.3136854036184,3878.4668547599954,1595.588645968984,1296.85162792247,4104.202437908543,2474.3018801452636,2703.8941248825286,1814.5678484739433,4452.6135656016995,1759.4816593300056,2771.699902553056,3545.042408586104,2534.9214854683205,2223.443671321873,3505.1406028279944,3847.292169116753,3270.301130980823,1776.6717432590858,1476.0793554445472,1196.5155766989346,1205.587159944872,2904.9853271730994,1214.1365389436578,1648.8608960794118,1370.6559177916306,1794.367550611245,1243.5143873734469,1296.2157920869977,1941.1384687967286,1647.407506773874,1595.5967432837142,2810.951417934597,2577.0245800675534,3274.5147553627335,2423.0635992666507,2607.417440907475,1626.285614779309,1622.831067834007,3048.3516143662946,7484.02617488422,3454.474848223982,3517.7050725615777,3351.513880280738,4583.6597698376145,3774.099020351737,3623.4310344632413,7748.476756900619,7454.250649750611,1341.1335084734492,927.7956882816093,6121.300515342093,2728.86925269781,0.0,2480.3481442919556,3013.6371622143447,1208.2472899688091,3086.8695086411935,1289.6974509719896,3153.247860435015,2712.227110477077,1251.9151795350795,1016.101426526657,1135.6877873878805
MDZ,2549.47647217768,2417.8278447858693,2391.5139159816363,1700.3790157296798,4124.116892031133,3869.7049936186913,2873.129466430817,2476.3146088242597,2519.4160661942997,7163.766623261164,5900.080131854431,4764.36069058017,6753.506489121845,4270.168371433027,3884.3886048317645,3263.7271142098843,2914.2902012623545,5772.340906149444,4142.440348386163,4372.032593123429,3482.7063167148435,6120.7520338426,3427.6201275709054,4439.838370793956,5213.180876827004,4203.05995370922,3891.582139562773,5173.279071068895,5515.430637357653,4938.439599221723,3454.7862055448713,3154.1938177303327,2750.6792195190073,2757.3359306114653,4519.4799758141635,2722.649615544197,3157.3739726799513,2879.16899439217,3302.8806272117845,2752.027463973986,2804.728868687537,3449.651545397268,3155.920583374413,3104.1098198842537,2956.1767742296934,2575.946795566504,0.0,2404.949771367978,2668.6721862348895,3304.4000770650946,3240.269641173891,4662.846263007359,9020.826242236491,5068.969496865046,5154.31993639436,4988.128744113521,6220.274633670398,5410.713884184521,5260.0458982960245,9285.276824252891,8991.050717102882,2895.297151293522,2464.59575563388,7658.100582694364,4265.669320050081,3274.514755362733,4094.2028303213638,4628.131810855409,2886.361752254595,4701.364157282258,2967.8119132577754,4767.742509076079,4326.081796506485,2930.0296418208654,2694.2158888124427,2813.802249673666
GEL,2576.6790004861064,939.1577413483856,911.3667112301481,1748.7464463194988,2645.4066715217223,2390.9947731092807,1392.982261679329,996.1674040727713,2024.5439278628414,5685.09651982368,4420.022046552584,3284.302605278323,5274.836385684362,2791.4581509236164,3906.8327266090464,1783.579909458396,1435.3131287142783,4292.193701397956,2662.2931436346753,2891.8853883719407,2002.559111963355,4640.604829091112,1947.4729228194174,2959.6911660424676,3733.0336720755163,2722.9127489577327,2411.434934811285,3693.1318663174065,4035.283432606165,3458.292394470235,1974.6390007933833,1674.0466129788447,1270.5320147675193,1277.1887258599772,3040.7713603614848,1242.5024107927088,1677.226767928463,1399.0217896406818,0.0,1271.880259222498,1324.5816639360487,1969.5043406457798,1675.773378622925,1623.9626151327654,2839.3172897836484,2605.3904519166044,3302.8806272117845,2451.4294711157017,2635.783312756526,1824.2528723136065,1761.292568625815,3184.13764755468,7542.156138799008,3590.2608814123673,3674.2618510925136,3508.0706588116736,4740.21654836855,3930.655798882673,3779.987812994177,7806.606720815406,7512.380613665398,1415.1499465420336,985.9256521963963,6179.43047925688,2786.999216612597,1794.367550611245,2615.492609811953,3149.42319540273,1406.2145475031068,3222.655541829579,1487.6647085062873,3289.0338936234,2847.371575997075,1449.8824370693771,1214.0686840609546,1333.6550449221781
CGR,2578.198450339417,910.9130991359601,912.8861610834585,1750.265896172809,2540.1475277040863,2285.7356292916447,1224.900325847393,828.0854682408353,2026.063377716152,5656.851877611254,4293.350589724009,3157.6311484497487,5246.591743471936,2686.19900710598,3908.352176462357,1625.4739676713457,1326.7369496248316,4134.087759610906,2504.187201847625,2733.77944658489,1844.4531701763049,4482.498887304062,1789.3669810323672,2801.5852242554174,3574.9277302884657,2564.806807170682,2253.3289930242345,3535.025924530356,3877.1774908191146,3300.1864526831846,1806.5570649614474,1505.9646771469088,1226.4008984012962,1235.4724816472335,2934.870648875461,1244.0218606460194,1678.7462177817733,1400.5412394939922,1824.2528723136065,1273.3997090758085,1326.1011137893593,1971.0237904990902,1677.2928284762356,1625.4820649860758,2840.8367396369586,2606.909901769915,3304.400077065095,2452.9489209690123,2637.3027626098365,0.0,1652.7163895363685,3078.236936068656,7513.911496586582,3484.3601699263436,3547.5903942639393,3381.3992019830994,4613.545091539976,3803.9843420540988,3653.316356165603,7778.362078602981,7484.135971452973,1371.0188301758108,957.6810099839709,6151.185837044454,2758.754574400172,1626.285614779309,2510.233465994317,3043.5224839167063,1238.1326116711707,3116.754830343555,1319.5827726743512,3183.1331821373765,2742.1124321794387,1281.800501237441,1045.9867482290185,1165.573109090242
GYN,2701.4185008452278,1018.4025994930388,1036.1062115892694,1873.4859466786202,2673.3435722547824,2418.9316738423413,1358.0963703980897,961.2815127915319,2149.283428221963,5764.341377968332,4426.546634274706,3290.8271930004453,5354.081243829014,2819.395051656677,4031.572226968168,163.8930133610215,754.8732507267061,2672.506805300581,1042.6062475373008,1272.1984922745662,382.8722158659806,3020.9179329937374,0.0,1340.004269945093,2113.3467759781415,1103.225852860358,791.7480387139105,2073.444970220032,2415.5965365087905,1838.6054983728604,1939.753109512144,1639.1607216976054,1355.2337373242958,1362.5137314534218,3068.0666934261576,1367.2419111518302,1801.9662682875844,1523.7612899998032,1947.4729228194176,1396.6197595816193,1449.32116429517,2094.2438410049012,1800.5128789820465,1748.7021154918868,2964.05679014277,2730.129952275726,3427.620127570906,2576.168971474823,2760.5228131156473,1789.3669810323672,1080.852690638243,3211.4329806193527,7621.40099694366,3617.55621447704,3680.786438814636,3514.595246533796,4746.741136090672,3937.1803866047953,3786.5124007162995,7885.851578960059,7591.625471810051,1499.8516690988101,1065.1705103410495,6258.6753374015325,2866.2440747572505,1759.4816593300056,2643.4295105450137,3176.718528467403,1371.3286562218673,3249.9508748942517,1452.7788172250478,3316.329226688073,2875.3084767301357,1414.9965457881376,1179.182792779715,1298.7691536409386
PET,2723.4499186715902,1085.928659533869,1058.1376294156316,1895.5173645049822,2792.1775897072057,2537.765691294764,1539.7531798648124,1142.9383222582549,2171.3148460483253,5831.867438009163,4566.792964738067,3431.0735234638064,5421.607303869845,2938.2290691091,4053.60364479453,1930.3508276438797,1582.0840468997617,4438.964619583439,2809.0640618201587,3038.656306557424,2149.330030148839,4787.375747276596,2094.243841004901,3106.462084227951,3879.8045902609997,2869.683667143216,2558.2058529967685,3839.90278450289,4182.054350791648,3605.0633126557186,2121.4099189788667,1820.8175311643283,1417.3029329530027,1423.9596440454607,3187.542278546968,1389.2733289781922,1823.9976861139467,1545.7927078261653,1969.5043406457798,1418.6511774079813,1471.3525821215324,0.0,1822.5442968084085,1770.733533318249,2986.088207969132,2752.161370102088,3449.651545397268,2598.200389301185,2782.5542309420093,1971.0237904990902,1908.0634868112986,3330.9085657401633,7688.927056984491,3737.0317995978507,3821.032769277997,3654.841576997157,4886.987466554034,4077.4267170681564,3926.7587311796606,7953.37763900089,7659.151531850882,1561.9208647275173,1132.6965703818798,6326.2013974423635,2933.7701347980806,1941.1384687967286,2762.2635279974365,3296.1941135882134,1552.9854656885905,3369.4264600150623,1634.4356266917707,3435.8048118088836,2994.1424941825585,1596.6533552548608,1360.839602246438,1480.4259631076616
BYO,2728.5845788191937,1061.2992276157368,1063.2722895632353,1900.6520246525859,2690.533656183863,2436.1217577714215,1375.2864543271698,978.4715967206121,2176.4495061959287,5807.238006091031,4443.736718203786,3308.0172769295255,5396.977871951713,2836.5851355857567,4058.7383049421337,1775.8600961511224,1477.1230781046083,4284.4738880906825,2654.573330327402,2884.165575064667,1994.8392986560816,4632.885015783839,1939.753109512144,2951.971352735194,3725.3138587682424,2715.192935650459,2403.715121504011,3685.4120530101327,4027.5636192988914,3450.5725811629613,0.0,1656.3508056266855,1376.787026881073,1385.8586101270103,3085.256777355238,1394.4079891257961,1829.13234626155,1550.927367973769,1974.6390007933833,1423.7858375555852,1476.487242269136,2121.4099189788667,1827.6789569560124,1775.8681934658525,2991.2228681167353,2757.2960302496917,3454.786205544872,2603.335049448789,2787.688891089613,1806.5570649614474,1803.1025180161453,3228.623064548433,7664.297625066359,3634.7462984061203,3697.976522743716,3531.785330462876,4763.931220019753,3954.3704705338755,3803.7024846453796,7928.748207082757,7634.522099932749,1521.4049586555875,1108.0671384637476,6301.571965524231,2909.1407028799485,1776.6717432590858,2660.619594474094,3193.908612396483,1388.5187401509475,3267.140958823332,1469.968901154128,3333.519310617153,2892.4985606592154,1432.1866297172178,1196.3728767087953,1315.9592375700188
CLV,2756.5046899891654,1073.4887886369763,1091.192400733207,1928.5721358225578,2728.42976139872,2474.017862986279,1413.1825595420273,1016.3677019354694,2204.3696173659005,5819.4275671122705,4481.632823418644,3345.913382144383,5409.167432972952,2874.4812408006146,4086.6584161121054,218.97920250495906,809.9594398706437,2727.592994444519,1097.6924366812382,1327.2846814185036,0.0,3076.004122137675,382.8722158659806,1395.0904590890304,2168.432965122079,1158.3120420042956,846.8342278578481,2128.5311593639694,2470.682725652728,1893.691687516798,1994.8392986560816,1694.246910841543,1410.3199264682335,1417.5999205973594,3123.1528825700952,1422.3281002957679,1857.0524574315218,1578.8474791437407,2002.559111963355,1451.705948725557,1504.4073534391077,2149.330030148839,1855.599068125984,1803.7883046358243,3019.1429792867075,2785.2161414196635,3482.7063167148435,2631.255160618761,2815.609002259585,1844.4531701763049,1135.9388797821807,3266.5191697632904,7676.487186087598,3672.642403620978,3735.8726279585735,3569.6814356777336,4801.82732523461,3992.266575748733,3841.598589860237,7940.937768103997,7646.711660953989,1554.9378582427476,1120.2566994849872,6313.761526545471,2921.330263901188,1814.5678484739433,2698.5156996889514,3231.8047176113405,1426.414845365805,3305.0370640381893,1507.8650063689852,3371.4154158320107,2930.3946658740733,1470.0827349320753,1234.2689819236525,1353.855342784876
BRC,3033.107045550085,3023.2262127166623,2995.466015378898,2184.0095891020846,4729.505975670472,4475.094077258031,3477.081565828079,3080.2667082215216,3003.0466395667045,7769.164991191957,6504.1213507013335,5368.401909427073,7358.904857052638,4875.557455072367,0.0,3867.6792136071463,3519.4124328630282,6376.293005546706,4746.392447783425,4975.984692520691,4086.6584161121054,6724.704133239862,4031.5722269681673,5043.7904701912175,5817.132976224266,4807.012053106482,4495.5342389600355,5777.231170466157,6119.382736754915,5542.391698618985,4058.7383049421333,3758.1459171275947,3354.6313189162693,3361.288030008727,5124.870664510235,3326.601714941459,3761.326072077213,3483.121093789432,3906.8327266090464,3355.979563371248,3408.680968084799,4053.60364479453,3759.872682771675,3708.0619192815157,3439.807347602098,3059.577368938909,3884.3886048317645,2888.5803447403828,3152.3027596072943,3908.3521764623565,3845.391872774565,5268.236951703429,9626.224610167284,5674.360185561118,5758.361155241264,5592.169962960424,6824.3158525173,6014.755103031423,5864.087117142927,9890.675192183684,9596.449085033675,3499.249250690784,3069.994123564673,8263.498950625157,4871.067687980874,3878.466854759995,4699.591913960703,5233.52249955148,3490.313851651857,5306.754845978328,3571.7640126550373,5373.13319777215,4931.4708801458255,3533.9817412181274,3298.1679882097046,3417.754349070928
SSA,3144.940351135091,1451.8771488328223,1479.6280618791327,2317.0077969684835,254.41189841244145,0.0,1854.4650186573672,1457.6501610508094,2587.1792391866775,6197.815927308116,2151.397645676993,1015.6782044027321,5082.206628654159,400.46337781433544,4475.094077258031,2255.0386604813198,1948.3395053093072,4763.65245242088,3133.751894657599,3363.344139394864,2474.017862986279,5112.063580114036,2418.9316738423413,3431.1499170653915,4204.49242309844,3194.371499980656,2882.8936858342086,4164.59061734033,4506.742183629089,3929.7511454931587,2436.1217577714215,2135.529369956883,1788.7082866640792,1795.9882807932054,649.778587549155,1810.7637614416935,2245.4881185774475,1967.2831402896663,2390.9947731092807,1840.1416098714826,1892.8430145850334,2537.765691294764,2244.03472927191,2192.22396578175,3406.129337900752,3173.651802565589,3869.7049936186913,3019.529627605494,3203.73826509024,2285.7356292916447,2274.3189452208444,793.1448747423499,6960.306121198325,1199.2681086000375,1405.6374502169228,1239.446257936083,2471.5921474929596,1662.0313980070823,1511.3634121185864,6820.04561829961,6585.132142041481,1933.3262184385935,1498.645059680833,6692.149886741317,3299.718624097034,2255.850307589283,224.49783670267232,758.4304225904004,1867.6973044811448,831.6627690172493,1949.1474654843253,898.0411208110704,456.3768028877942,1911.3651940474151,1675.5514410389926,1795.1378019002161
