,AEP,GRU,CGH,POA,AJU,SSA,ARU,VCP,ASU,AUA,BEL,FOR,BOG,BPS,BRC,BSB,BVB,CGB,CKS,CLV,CZS,GYN,MAB,MAO,OPS,PMW,PVH,RBR,STM,CNF,GIG,SDU,CWB,REC,AFL,AIR,ATM,BPG,BRA,BVH,CIZ,CMG,ERN,IRZ,ITB,JPR,LBR,MBZ,MNX,OAL,OIA,PIN,PYT,RBB,ROO,SJL,TBT,TFF,TMT,UDI,BYO,CAC,JOI,NVT,COR,EZE,MDZ,MVD,ROS,CGR,MOC,AAX,DIQ,GVR,IAL,IPN,POJ,TFL,VIX,FLL,LIS,MAD,MCO,ORY,CPV,CUN,FLN,GGJ,GPB,IGU,LDB,MGF,PMG,PPB,PTO,TEC,UMU,UVI,CXJ,FEN,JDO,JJD,MCP,SLZ,THE,MIA,BVS,CJZ,IMP,JAW,JPE,MEU,OPP,PTQ,TUR,GEL,IZA,RRJ,SJK,PUJ,VVI,VAG,IOS,JPA,MCZ,NAT,PET,PFB,PNZ,XAP,RIA,URG,PDP,RAO,CAU,JPO,QGP,SJP,GNM,LEC,UNA,VDC,AQA,BAT,FRC,JTC,MII,UBA,CUR,JMA,LHN,SET,SMT
MAO,4403.744715097714,2803.9633487491374,2821.666960845368,3554.647258649714,3286.398797122847,3031.9868987104055,3143.657119654188,2746.8422620476304,3828.0950676593757,7549.902127224432,4775.694892573922,3639.975451299661,7139.641993085113,3432.4502765247407,5738.6568477517985,1949.45376261712,4458.067554556679,2828.1669967933994,3057.7592415306644,2168.432965122079,4806.478682249835,2113.3467759781415,3125.5650192011917,0.0,2888.7866021164564,2577.308787970009,3859.0057194761303,4201.157285764889,3624.166247628959,2540.4339999828044,2862.3309231685007,2876.861379192516,3031.6463439687527,3602.914001920324,3060.3462678686474,3339.805307145246,3435.1324248473293,2428.4441955330262,2474.645261005847,3309.065353753329,4067.418570030086,3041.6689424191336,4555.699341621887,4495.0280507460775,3510.9736628075325,3555.5348827604107,4026.8927966129636,3705.8228034881413,3786.827111404965,3496.030885121682,3018.209884086119,3708.968469111249,2137.2344500470426,3754.270488005418,2678.900015456179,4676.630156725401,4681.4882247450805,4253.92809372667,3714.2108541498005,2287.904595380793,3725.3138587682424,3467.947289816514,3117.4570253023353,3190.310506183162,4749.617539398869,4430.215038486538,5213.180876827004,4259.218014288012,4522.940429154924,3574.9277302884657,2866.4134398943415,2853.952534003088,2652.687458063836,2771.139783219821,2959.214757461916,2691.5174597142022,2826.208341999819,2867.348572530408,2931.981877815294,8950.113471267285,9980.400300877838,10423.547020175192,9221.404462854847,11419.139860207382,3746.2802891135193,9406.961746199759,3277.530539946135,3562.8509828840215,3266.0079187207966,3564.710241771191,3156.8894054779657,3238.339566481146,3772.2994753032103,3200.557295044236,3391.7121273186735,3232.558313070605,3491.9475252073403,3236.3104225356947,3643.422400391003,4152.403522971207,4029.9346971138516,3863.7435048330117,5095.889394389889,4286.3286449040115,4135.660659015515,9209.42938893841,4983.115029931732,3985.1915459014763,4647.202633608492,4117.389715920464,4617.697662631634,5234.732015320595,4675.633911701589,5177.833098431005,4881.897208127122,3902.5038254782867,3006.9488549430152,2884.9822029357592,2850.731259597148,8044.236086657631,4651.8048240133485,3039.873735927985,3256.484735413078,3711.56583696157,3784.7981833884187,3851.1765351822396,3775.762490768745,3779.635315987218,3488.3637015981994,3907.9950846264337,3799.726153680207,4121.0669377531685,4204.975615963111,2964.7435420358133,3713.1794940124346,3886.719639915451,3790.584572439193,3084.329902897037,3536.921854668306,3355.1446394286513,3312.789734242988,3380.7402348689748,2913.810680345,3056.2314744691057,3021.4289978431507,2966.6381848683313,3047.0827125433952,3115.776579563111,7324.990103557153,10570.474615774598,21580.183851180183,8738.936369785333,21541.877562666847
JDO,4428.2074291183235,2736.4920916084916,2762.8951398623653,3593.6346933729837,3417.4259690024583,3163.014070590017,3116.3197836296617,2719.504926023104,3800.757731634849,7482.430870083786,1525.6786870884516,389.9592458141907,4456.487670065619,3563.477448404353,5731.960340612495,2080.4809344967316,4589.094726436291,2959.1941686730106,3188.7864134102765,2299.460137001691,4937.5058541294475,2244.373947857753,3256.592191080803,4029.9346971138516,3019.813773996068,2708.335959849621,3990.0328913557423,4332.184457644501,3755.1934195085705,2248.612762029625,2609.544836995084,2622.40634482086,3067.9735354920726,3733.941173799936,3191.3734397482585,3470.832479024858,3566.159596726941,2559.471367412638,2605.6724328854584,3440.0925256329406,4198.445741909698,3172.6961142987457,4686.726513501499,4626.05522262569,3642.0008346871446,3686.5620546400223,4157.919968492575,3836.849975367753,3917.854283284577,3627.0580570012935,3149.237055965731,3839.99564099086,2268.2616219266542,3885.2976598850296,2809.92718733579,4807.657328605013,4812.515396624693,4384.955265606282,3845.238026029412,2418.9317672604047,3697.976522743716,3504.274481339834,3123.408687854715,3176.110092568266,4690.744280676421,4456.918880548822,5154.31993639436,4291.227941744207,4487.311741388743,3547.5903942639393,2574.5922019411623,2562.1312960499085,2360.8662201106567,2479.318545266641,2667.393519508737,2399.696221761023,2534.3871040466397,2575.5273345772284,2640.1606398621147,8658.292233314105,9688.579062924659,10131.725782222013,6194.326659711069,11127.318622254203,3877.307460993131,6334.587162609783,3313.8577314694553,3599.1781744073414,3302.3351102441165,3601.0374332945107,3129.5520694534393,3211.00223045662,3808.6266668265303,3173.2199590197097,3428.0393188419935,3268.885504593925,3528.2747167306607,3272.6376140590146,3682.4098351142725,4283.430694850819,0.0,613.7272993475415,1845.8731889044184,1036.3124394185409,885.644453530045,5959.413183452939,1733.0988244462624,735.1753404160057,1397.1864281230216,867.3735104349946,1367.6814571461628,1984.7158098351242,1425.6177062161182,1927.8168929455346,1631.8810026416522,3941.4912602015565,2754.1627687695986,2632.1961167623426,2783.260002456502,7976.764829516986,4584.333566872703,2972.4024787873395,3387.5119072926896,3842.5930088411815,3915.8253552680303,3982.2037070618517,3814.749925492015,3818.6227507104877,3619.3908734778115,3946.9825193497036,3838.713588403477,4160.054372476438,4243.232076820725,2937.406206011287,3844.2066658920467,4017.746811795063,3921.611744318805,3056.992566872511,3667.9490265479176,3486.1718113082634,3443.8169061226,3511.7674067485864,2886.4733443204736,3028.894138444579,2994.0916618186243,2939.3008488438054,3019.7453765188684,3088.4392435385844,7297.652767532625,10543.137279750072,21552.84651515566,8711.599033760807,21514.540226642323
JAW,4515.662447924937,2823.947110415105,2850.3501586689786,3681.089712179597,3504.8809878090715,3250.4690893966304,3203.774802436275,2806.959944829717,3888.212750441462,7569.8858888904,1613.1337058950646,477.41426462080386,4543.942688872232,3650.932467210966,5819.415359419108,2167.935953303345,4676.5497452429045,3046.649187479624,3276.2414322168897,2386.915155808304,5024.960872936061,2331.8289666643664,3344.047209887416,4117.389715920465,3107.268792802681,2795.790978656234,4077.4879101623555,4419.639476451114,3842.6484383151837,2336.0677808362384,2696.9998558016973,2709.861363627473,3155.428554298686,3821.3961926065494,3278.8284585548718,3558.2874978314712,3653.614615533554,2646.926386219251,2693.1274516920716,3527.547544439554,4285.900760716311,3260.151133105359,4774.181532308112,4713.510241432303,3729.455853493758,3774.0170734466355,4245.374987299188,3924.304994174366,4005.30930209119,3714.5130758079067,3236.6920747723443,3927.4506597974732,2355.7166407332675,3972.752678691643,2897.3822061424034,4895.112347411627,4899.970415431306,4472.410284412896,3932.6930448360254,2506.386786067018,3785.4315415503293,3591.729500146447,3210.8637066613283,3263.565111374879,4778.199299483034,4544.373899355435,5241.774955200974,4378.68296055082,4574.766760195356,3635.0454130705525,2662.0472207477756,2649.5863148565218,2448.32123891727,2566.7735640732544,2754.84853831535,2487.1512405676363,2621.842122853253,2662.9823533838417,2727.615658668728,8745.747252120718,9776.034081731272,10219.180801028626,6281.781678517682,11214.773641060816,3964.762479799744,6422.0421814163965,3401.3127502760685,3686.6331932139547,3389.79012905073,3688.492452101124,3217.0070882600526,3298.4572492632333,3896.0816856331435,3260.674977826323,3515.4943376486067,3356.340523400538,3615.729735537274,3360.092632865628,3769.8648539208857,4370.8857136574325,867.3735104349946,701.1823181541547,1933.3282077110314,1123.767458225154,973.0994723366582,6046.868202259552,1820.5538432528754,822.6303592226188,1484.6414469296349,0.0,1455.136475952776,2072.1708286417374,1513.0727250227314,2015.2719117521478,1719.3360214482655,4028.9462790081698,2841.617787576212,2719.651135568956,2870.7150212631154,8064.219848323599,4671.788585679316,3059.8574975939528,3474.966926099303,3930.0480276477947,4003.2803740746435,4069.658725868465,3902.204944298628,3906.077769517101,3706.8458922844247,4034.437538156317,3926.16860721009,4247.509391283052,4330.687095627338,3024.8612248179,3931.66168469866,4105.201830601676,4009.066763125418,3144.447585679124,3755.404045354531,3573.6268301148766,3531.271924929213,3599.2224255551996,2973.928363127087,3116.349157251192,3081.5466806252375,3026.7558676504186,3107.2003953254816,3175.8942623451976,7385.107786339238,10630.592298556685,21640.301533962273,8799.05405256742,21601.995245448936
LBR,4531.729986476437,2931.948620127861,2949.6522322240917,3682.6325300284375,3414.3840685015703,3159.972170089129,3271.6423910329117,2874.827533426354,3956.080339038099,7677.887398603155,4903.680163952646,3767.9607226783846,7267.627264463837,3560.435547903465,5866.642119130522,2077.4390339958436,4586.052825935403,2956.1522681721226,3185.7445129093885,2296.418236500803,4934.4639536285595,2241.332047356865,3253.550290579915,4026.8927966129636,3016.77187349518,2705.294059348733,3986.9909908548543,4329.142557143612,3752.1515190076825,2668.4192713615284,2990.3161945472243,3004.8466505712395,3159.6316153474763,3730.899273299048,3188.3315392473705,3467.79057852397,3563.117696226053,2556.42946691175,2602.6305323845704,3437.0506251320526,4195.40384140881,3169.6542137978577,4683.684613000611,4623.013322124802,3638.9589341862566,3683.5201541391343,0.0,3833.808074866865,3914.812382783689,3624.0161565004055,3146.195155464843,3836.953740489972,2265.2197214257662,3882.2557593841416,2806.885286834902,4804.615428104125,4809.473496123805,4381.913365105394,3842.196125528524,2415.8898667595167,3853.299130146966,3595.9325611952377,3245.442296681059,3318.2957775618856,4877.602810777592,4558.200309865262,5341.166148205728,4387.203285666736,4650.925700533647,3702.9130016671893,2994.398711273065,2981.937805381812,2780.67272944256,2899.1250545985445,3087.20002884064,2819.502731092926,2954.193613378543,2995.3338439091312,3059.9671491940176,9078.098742646009,10108.38557225656,10551.532291553915,9349.389734233571,11547.125131586105,3874.265560492243,9534.947017578483,3405.515811324859,3690.836254262745,3393.9931900995202,3692.6955131499144,3284.8746768566893,3366.32483785987,3900.284746681934,3328.5425664229597,3519.697398697397,3360.5435844493286,3619.932796586064,3364.295693914418,3771.407671769726,4280.38879434993,4157.919968492575,3991.7287762117357,5223.874665768612,4414.313916282735,4263.645930394239,9337.414660317132,5111.100301310456,4113.176817280199,4775.187904987215,4245.374987299188,4745.682934010357,5362.717286699318,4803.619183080313,5305.818369809729,5009.882479505846,4030.4890968570103,3134.9341263217384,3012.9674743144824,2978.7165309758716,8172.221358036355,4779.7900953920725,3167.859007306709,3384.4700067918016,3839.5511083402935,3912.7834547671423,3979.1618065609637,3903.747762147469,3907.6205873659414,3616.3489729769235,4035.980356005158,3927.7114250589307,4249.052209131893,4332.960887341835,3092.7288134145374,3841.1647653911587,4014.704911294175,3918.569843817917,3212.315174275761,3664.9071260470296,3483.1299108073754,3440.775005621712,3508.7255062476984,3041.7959517237236,3184.216745847829,3149.4142692218743,3094.6234562470554,3175.0679839221184,3243.7618509418344,7452.975374935876,10698.45988715332,21708.16912255891,8866.921641164055,21669.862834045573
THE,4533.9333910199875,2842.218053510155,2868.621101764029,3699.3606552746473,3523.151930904122,3268.7400324916807,3222.0457455313253,2825.2308879247676,3906.4836935365124,7588.1568319854505,1631.4046489901152,495.68520771585435,4562.213631967282,3669.2034103060164,5837.686302514159,2186.206896398395,4694.820688337955,3064.920130574674,3294.51237531194,2405.1860989033544,5043.2318160311115,2350.0999097594167,3362.3181529824665,4135.660659015515,3125.5397358977316,2814.0619217512844,4095.758853257406,4437.910419546164,3860.919381410234,2354.3387239312888,2715.2707988967477,2728.1323067225235,3173.6994973937362,3839.6671357016,3297.099401649922,3576.5584409265216,3671.8855586286045,2665.1973293143014,2711.398394787122,3545.818487534604,4304.171703811361,3278.4220762004093,4792.452475403163,4731.781184527354,3747.726796588808,3792.288016541686,4263.645930394239,3942.5759372694165,4023.5802451862405,3732.784018902957,3254.9630178673947,3945.7216028925236,2373.987583828318,3991.023621786693,2915.653149237454,4913.383290506677,4918.241358526357,4490.681227507946,3950.9639879310757,2524.6577291620683,3803.7024846453796,3610.0004432414976,3229.1346497563786,3281.8360544699294,4796.470242578085,4562.644842450486,5260.0458982960245,4396.953903645871,4593.037703290407,3653.316356165603,2680.318163842826,2667.857257951572,2466.5921820123203,2585.044507168305,2773.1194814104006,2505.4221836626866,2640.1130659483033,2681.253296478892,2745.8866017637783,8764.018195215769,9794.305024826323,10237.451744123677,6300.052621612733,11233.044584155867,3983.0334228947945,6440.313124511447,3419.583693371119,3704.904136309005,3408.06107214578,3706.7633951961743,3235.278031355103,3316.7281923582836,3914.352628728194,3278.9459209213733,3533.765280743657,3374.6114664955885,3634.0006786323243,3378.363575960678,3788.135797015936,4389.156656752482,885.644453530045,719.4532612492052,1951.599150806082,1142.0384013202045,0.0,6065.139145354603,1838.824786347926,840.9013023176694,1502.9123900246852,973.0994723366582,1473.4074190478266,2090.441771736788,1531.343668117782,2033.5428548471984,1737.606964543316,4047.21722210322,2859.8887306712622,2737.922078664006,2888.985964358166,8082.49079141865,4690.059528774367,3078.128440689003,3493.237869194353,3948.318970742845,4021.551317169694,4087.9296689635153,3920.4758873936785,3924.3487126121513,3725.116835379475,4052.708481251367,3944.4395503051405,4265.780334378102,4348.958038722389,3043.1321679129505,3949.9326277937103,4123.472773696727,4027.3377062204686,3162.7185287741745,3773.674988449581,3591.897773209927,3549.5428680242635,3617.49336865025,2992.1993062221372,3134.6201003462425,3099.817623720288,3045.026810745469,3125.471338420532,3194.165205440248,7403.378729434289,10648.863241651736,21658.57247705732,8817.324995662471,21620.266188543985
CIZ,4572.25575989356,2972.4743935449833,2990.178005641214,3723.15830344556,3454.909841918693,3200.4979435062514,3312.168164450034,2915.3533068434763,3996.6061124552216,7718.413172020277,4944.205937369768,3808.486496095507,7308.153037880958,3600.9613213205866,5907.167892547644,2117.964807412966,4626.578599352526,2996.6780415892454,3226.2702863265104,2336.944009917925,4974.989727045682,2281.8578207739874,3294.0760639970376,4067.418570030086,3057.2976469123023,2745.8198327658547,4027.516764271976,4369.668330560735,3792.677292424805,2708.9450447786503,3030.8419679643466,3045.372423988362,3200.1573887645986,3771.42504671617,3228.8573126644933,3508.316351941092,3603.643469643175,2596.955240328872,2643.1563058016927,3477.576398549175,0.0,3210.1799872149795,4724.2103864177325,4663.539095541923,3679.4847076033784,3724.0459275562566,4195.40384140881,3874.333848283987,3955.3381562008108,3664.541929917528,3186.720928881965,3877.4795139070948,2305.7454948428885,3922.781532801264,2847.411060252025,4845.141201521248,4849.999269540927,4422.439138522516,3882.7218989456464,2456.415640176639,3893.8249035640883,3636.45833461236,3285.968070098181,3358.821550979008,4918.128584194714,4598.726083282384,5381.691921622851,4427.729059083858,4691.451473950769,3743.4387750843116,3034.9244846901875,3022.463578798934,2821.198502859682,2939.650828015667,3127.725802257762,2860.028504510048,2994.719386795665,3035.859617326254,3100.49292261114,9118.62451606313,10148.911345673683,10592.058064971037,9389.915507650694,11587.650905003227,3914.791333909365,9575.472790995605,3446.041584741981,3731.3620276798674,3434.5189635166425,3733.2212865670367,3325.4004502738117,3406.850611276992,3940.8105200990562,3369.068339840082,3560.2231721145195,3401.069357866451,3660.458570003186,3404.8214673315406,3811.933445186849,4320.914567767053,4198.445741909698,4032.2545496288576,5264.400439185734,4454.8396896998565,4304.171703811361,9377.940433734255,5151.626074727579,4153.702590697322,4815.713678404338,4285.900760716311,4786.208707427479,5403.24306011644,4844.144956497435,5346.344143226851,5050.408252922969,4071.0148702741326,3175.459899738861,3053.493247731605,3019.242304392994,8212.747131453478,4820.315868809195,3208.3847807238308,3424.995780208924,3880.076881757416,3953.3092281842646,4019.6875799780855,3944.273535564591,3948.1463607830638,3656.8747463940454,4076.5061294222796,3968.237198476053,4289.577982549014,4373.486660758957,3133.2545868316593,3881.6905388082805,4055.230684711297,3959.095617235039,3252.8409476928828,3705.432899464152,3523.6556842244972,3481.3007790388338,3549.2512796648207,3082.321725140846,3224.7425192649516,3189.9400426389966,3135.1492296641773,3215.593757339241,3284.287624358957,7493.501148352998,10738.985660570443,21748.69489597603,8907.447414581178,21710.388607462693
SLZ,4684.601376908483,2992.886039398651,3019.289087652525,3850.028641163143,3673.8199167926177,3419.4080183801766,3372.713731419821,2975.8988738132634,4057.1516794250083,7738.824817873946,1782.072634878611,646.3531936043502,4712.881617855778,3819.8713961945123,5988.354288402655,2336.874882286891,4845.488674226451,3215.58811646317,3445.180361200436,2555.8540847918503,5193.899801919607,2500.7678956479126,3512.9861388709623,4286.3286449040115,3276.2077217862275,2964.7299076397803,4246.426839145902,4588.57840543466,4011.58736729873,2505.0067098197846,2865.9387847852436,2878.8002926110194,3324.367483282232,3990.3351215900957,3447.767387538418,3727.2264268150175,3822.5535445171004,2815.8653152027973,2862.066380675618,3696.4864734231,4454.839689699857,3429.090062088905,4943.120461291658,4882.449170415849,3898.394782477304,3942.956002430182,4414.313916282735,4093.2439231579124,4174.248231074736,3883.452004791453,3405.6310037558906,4096.3895887810195,2524.6555697168137,4141.6916076751895,3066.3211351259497,5064.051276395173,5068.909344414852,4641.349213396442,4101.631973819572,2675.325715050564,3954.3704705338755,3760.6684291299935,3379.8026356448745,3432.5040403584253,4947.138228466581,4713.3128283389815,5410.71388418452,4547.621889534366,4743.7056891789025,3803.9843420540988,2830.986149731322,2818.525243840068,2617.260167900816,2735.7124930568007,2923.7874672988964,2656.0901695511825,2790.781051836799,2831.921282367388,2896.554587652274,8914.686181104265,9944.973010714819,10388.119730012173,6450.720607501228,11383.712570044363,4133.70140878329,6590.981110399943,3570.251679259615,3855.572122197501,3558.729058034276,3857.43138108467,3385.946017243599,3467.3961782467795,4065.0206146166897,3429.613906809869,3684.433266632153,3525.2794523840844,3784.66866452082,3529.031561849174,3938.803782904432,4539.824642640979,1036.3124394185409,870.121247137701,2102.267136694578,0.0,1142.0384013202045,6215.807131243098,1989.4927722364218,991.5692882061652,1653.5803759131811,1123.767458225154,1624.0754049363222,2241.1097576252837,1682.0116540062777,2184.210840735694,1888.2749504318117,4197.885207991716,3010.556716559758,2888.590064552502,3039.6539502466617,8233.158777307146,4840.727514662863,3228.796426577499,3643.905855082849,4098.986956631341,4172.21930305819,4238.597654852011,4071.1438732821744,4075.016698500647,3875.784821267971,4203.376467139863,4095.1075361936364,4416.448320266598,4499.626024610884,3193.8001538014464,4100.600613682206,4274.140759585222,4178.0056921089645,3313.3865146626704,3924.342974338077,3742.565759098423,3700.2108539127594,3768.161354538746,3142.867292110633,3285.2880862347383,3250.4856096087838,3195.694796633965,3276.139324309028,3344.833191328744,7554.046715322785,10799.531227540232,21809.240462945818,8967.992981550968,21770.93417443248
RBR,4705.994475628363,3106.2131092797863,3123.916721376017,3856.897019180363,3588.648557653496,3334.2366592410544,3445.906880184837,3049.0920225782793,4130.344828190025,7852.151887755081,5077.9446531045705,3942.22521183031,7441.891753615762,3734.7000370553897,6040.906608282447,2251.703523147769,4760.317315087328,3130.4167573240484,3360.0090020613134,2470.682725652728,5108.728442780484,2415.5965365087905,3427.8147797318406,4201.157285764889,3191.0363626471053,2879.5585485006577,4161.255480006779,0.0,3926.416008159608,2842.6837605134533,3164.5806836991496,3179.111139723165,3333.8961044994016,3905.163762450973,3362.5960283992963,3642.055067675895,3737.382185377978,2730.693956063675,2776.8950215364957,3611.315114283978,4369.668330560735,3343.9187029497825,4857.9491021525355,4797.277811276726,3813.2234233381814,3857.7846432910596,4329.142557143612,4008.07256401879,4089.076871935614,3798.280645652331,3320.459644616768,4011.218229641898,2439.4842105776916,4056.520248536067,2981.149775986828,4978.87991725605,4983.737985275729,4556.177854257319,4016.4606146804495,2590.154355911442,4027.5636192988914,3770.197050347163,3419.706785832984,3492.560266713811,5051.867299929518,4732.464799017187,5515.430637357653,4561.4677748186605,4825.1901896855725,3877.1774908191146,3168.6632004249905,3156.202294533737,2954.937218594485,3073.38954375047,3261.464517992565,2993.767220244851,3128.458102530468,3169.598333061057,3234.231638345943,9252.363231797934,10282.650061408487,10725.796780705841,9523.654223385496,11721.389620738031,4048.5300496441682,9709.211506730408,3579.780300476784,3865.1007434146704,3568.2576792514456,3866.9600023018397,3459.1391660086147,3540.589327011795,4074.5492358338593,3502.807055574885,3693.9618878493225,3534.808073601254,3794.197285737989,3538.5601830663436,3945.672160921652,4454.653283501856,4332.1844576445,4165.993265363661,5398.139154920538,4588.57840543466,4437.910419546164,9511.679149469059,5285.364790462381,4287.441306432125,4949.452394139141,4419.639476451113,4919.947423162283,5536.981775851244,4977.883672232238,5480.082858961654,5184.146968657771,4204.753586008936,3309.198615473664,3187.231963466408,3152.981020127797,8346.48584718828,4954.054584543997,3342.123496458634,3558.734495943727,4013.815597492219,4087.0479439190676,4153.4262957128885,4078.012251299394,4081.8850765178668,3790.6134621288484,4210.244845157083,4101.975914210856,4423.3166982838175,4507.2253764937595,3266.9933025664623,4015.4292545430835,4188.9694004461,4092.834332969842,3386.579663427686,3839.171615198955,3657.3943999593002,3615.0394947736368,3682.9899953996237,3216.060440875649,3358.4812349997546,3323.6787583737996,3268.8879453989803,3349.332473074044,3418.02634009376,7627.239864087802,10872.724376305247,21882.433611710832,9041.186130315982,21844.127323197496
TFF,4758.7652835901445,3158.9839172415677,3176.6875293377984,3909.6678271421442,3641.4193656152775,3387.007467202836,3498.6776881466185,3101.8628305400607,4183.115636151806,7904.922695716861,5130.715461066353,3994.9960197920914,7494.662561577543,3787.470845017171,6093.677416244229,2304.4743311095503,4813.08812304911,3183.18756528583,3412.779810023095,2523.4535336145095,5161.499250742267,2468.367344470572,3480.585587693622,4253.92809372667,3243.8071706088867,2932.329356462439,4214.026287968561,4556.177854257319,3979.1868161213893,2895.4545684752347,3217.351491660931,3231.881947684946,3386.666912461183,3957.9345704127545,3415.3668363610777,3694.8258756376763,3790.1529933397596,2783.4647640254566,2829.665829498277,3664.0859222457593,4422.439138522516,3396.689510911564,4910.719910114317,4850.048619238508,3865.994231299963,3910.555451252841,4381.913365105394,4060.8433719805716,4141.847679897395,3851.0514536141122,3373.2304525785494,4063.989037603679,2492.255018539473,4109.291056497848,3033.9205839486094,5031.650725217833,5036.508793237512,0.0,4069.231422642231,2642.9251638732235,4080.334427260673,3822.9678583089444,3472.4775937947657,3545.3310746755924,5104.638107891298,4785.2356069789685,5568.201445319435,4614.238582780443,4877.960997647353,3929.948298780896,3221.434008386772,3208.9731024955186,3007.7080265562663,3126.160351712251,3314.2353259543465,3046.5380282066326,3181.2289104922493,3222.3691410228384,3287.0024463077243,9305.134039759714,10335.420869370268,10778.567588667622,9576.425031347278,11774.160428699812,4101.300857605949,9761.98231469219,3632.5511084385653,3917.871551376452,3621.028487213227,3919.730810263621,3511.909973970396,3593.3601349735764,4127.32004379564,3555.5778635366664,3746.732695811104,3587.5788815630353,3846.9680936997706,3591.330991028125,3998.4429688834334,4507.4240914636375,4384.955265606282,4218.764073325442,5450.909962882319,4641.349213396441,4490.681227507946,9564.44995743084,5338.135598424164,4340.212114393907,5002.223202100922,4472.410284412896,4972.718231124063,5589.752583813024,5030.654480194019,5532.853666923435,5236.9177766195535,4257.524393970717,3361.9694234354456,3240.0027714281896,3205.7518280895783,8399.256655150062,5006.82539250578,3394.894304420415,3611.5053039055083,4066.586405454,4139.818751880849,4206.19710367467,4130.783059261175,4134.655884479648,3843.38427009063,4263.015653118864,4154.746722172637,4476.087506245599,4559.996184455542,3319.7641105282437,4068.200062504865,4241.740208407881,4145.605140931623,3439.350471389467,3891.9424231607363,3710.1652079210817,3667.810302735418,3735.760803361405,3268.8312488374304,3411.252042961536,3376.449566335581,3321.6587533607617,3402.1032810358256,3470.7971480555416,7680.010672049582,10925.495184267027,21935.204419672616,9093.956938277763,21896.89813115928
BVB,4962.904744420153,3363.123378071577,3380.8269901678077,4113.807287972153,3845.5588264452863,3591.146928032845,3702.817148976628,3306.00229137007,4387.255096981815,8109.062156546871,5334.854921896362,4199.135480622101,7698.802022407553,3991.610305847181,6297.816877074238,2508.6137919395596,0.0,3387.3270261158386,3616.9192708531045,2727.592994444519,5365.6387115722755,2672.506805300581,3684.725048523631,4458.067554556679,3447.946631438896,3136.468817292449,4418.16574879857,4760.317315087328,4183.3262769513985,3099.5940293052445,3421.4909524909403,3436.0214085149555,3590.8063732911924,4162.074031242764,3619.5062971910866,3898.965336467686,3994.292454169769,2987.604224855466,3033.8052903282864,3868.2253830757686,4626.578599352526,3600.8289717415737,5114.859370944327,5054.188080068518,4070.1336921299726,4114.69491208285,4586.052825935403,4264.982832810581,4345.987140727405,4055.1909144441215,3577.369913408559,4268.128498433688,2696.3944793694823,4313.430517327857,3238.0600447786182,5235.790186047841,5240.648254067521,4813.08812304911,4273.37088347224,2847.0646247032328,4284.4738880906825,4027.1073191389537,3676.617054624775,3749.4705355056017,5308.777568721308,4989.375067808978,5772.340906149444,4818.378043610452,5082.100458477363,4134.087759610906,3425.573469216781,3413.112563325528,3211.847487386276,3330.2998125422605,3518.374786784356,3250.677489036642,3385.368371322259,3426.5086018528473,3491.1419071377336,9509.273500589723,10539.560330200278,10982.707049497632,9780.564492177287,11978.299889529822,4305.440318435959,9966.121775522199,3836.690569268575,4122.011012206462,3825.1679480432363,4123.87027109363,3716.0494348004054,3797.499595803586,4331.45950462565,3759.7173243666757,3950.872156641113,3791.7183423930446,4051.10755452978,3795.470451858134,4202.582429713442,4711.563552293646,4589.094726436291,4422.903534155452,5655.0494237123285,4845.488674226451,4694.820688337955,9768.58941826085,5542.275059254172,4544.3515752239155,5206.362662930931,4676.5497452429045,5176.857691954073,5793.892044643034,5234.793941024029,5736.993127753445,5441.057237449562,4461.663854800727,3566.1088842654544,3444.1422322581984,3409.8912889195876,8603.396115980071,5210.964853335789,3599.033765250425,3815.6447647355176,4270.7258662840095,4343.958212710859,4410.33656450468,4334.922520091185,4338.795345309658,4047.5237309206395,4467.155113948874,4358.886183002647,4680.226967075609,4764.135645285551,3523.9035713582534,4272.339523334875,4445.879669237891,4349.744601761633,3643.489932219477,4096.081883990746,3914.3046687510914,3871.949763565428,3939.9002641914144,3472.9707096674397,3615.391503791545,3580.5890271655903,3525.7982141907714,3606.2427418658344,3674.9366088855504,7884.150132879592,11129.634645097038,22139.343880502624,9298.096399107773,22101.037591989287
