origin,destination,origin_city,dest_city,path,path_length,stops,total_distance,direct_distance,efficiency,airlines,segments
MEA,FEN,Maca� Airport,Fernando de Noronha Airport,MEA → SDU → SSA → REC → FEN,5,3,2578.93,2289.01,0.888,"G3, AD","[{'from': 'MEA', 'to': 'SDU', 'airline': 'AD', 'distance': 156.66}, {'from': 'SDU', 'to': 'SSA', 'airline': 'G3', 'distance': 1224.06}, {'from': 'SSA', 'to': 'REC', 'airline': 'G3', 'distance': 648.65}, {'from': 'REC', 'to': 'FEN', 'airline': 'G3', 'distance': 549.56}]"
SSA,CAY,Deputado Luiz Eduardo Magalh�es International Airport,Cayenne-Rochambeau Airport,SSA → FOR → CAY,3,1,2824.92,2508.14,0.888,"G3, AD","[{'from': 'SSA', 'to': 'FOR', 'airline': 'G3', 'distance': 1015.73}, {'from': 'FOR', 'to': 'CAY', 'airline': 'AD', 'distance': 1809.19}]"
PVH,JJG,Governador Jorge Teixeira de Oliveira Airport,Humberto Ghizzo Bortoluzzi Regional Airport,PVH → CGB → VCP → JJG,4,2,3051.12,2708.92,0.888,"G3, AD","[{'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}, {'from': 'VCP', 'to': 'JJG', 'airline': 'AD', 'distance': 658.99}]"
SJL,TXF,S�o Gabriel da Cachoeira Airport,9 de Maio - Teixeira de Freitas Airport,SJL → TFF → MAO → BSB → CNF → TXF,6,4,4008.77,3558.55,0.888,"G3, AD","[{'from': 'SJL', 'to': 'TFF', 'airline': 'AD', 'distance': 438.77}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'CNF', 'airline': 'G3', 'distance': 590.9}, {'from': 'CNF', 'to': 'TXF', 'airline': 'AD', 'distance': 510.13}]"
MCO,CCM,Orlando International Airport,Diom�cio Freitas Airport,MCO → SDQ → GIG → VCP → CCM,5,3,8108.75,7203.86,0.888,"G3, AD","[{'from': 'MCO', 'to': 'SDQ', 'airline': 'G3', 'distance': 1624.92}, {'from': 'SDQ', 'to': 'GIG', 'airline': 'G3', 'distance': 5409.85}, {'from': 'GIG', 'to': 'VCP', 'airline': 'G3', 'distance': 398.4}, {'from': 'VCP', 'to': 'CCM', 'airline': 'AD', 'distance': 675.58}]"
MIA,PDP,Miami International Airport,Capitan Corbeta CA Curbelo International Airport,MIA → PUJ → BSB → POA → PDP,5,3,8160.46,7246.97,0.888,"G3, AD","[{'from': 'MIA', 'to': 'PUJ', 'airline': 'G3', 'distance': 1466.3}, {'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'POA', 'airline': 'G3', 'distance': 1605.27}, {'from': 'POA', 'to': 'PDP', 'airline': 'AD', 'distance': 653.84}]"
JFK,LAJ,John F Kennedy International Airport,Lages Airport,JFK → GRU → CWB → VCP → LAJ,5,3,8989.32,7985.37,0.888,"G3, AD","[{'from': 'JFK', 'to': 'GRU', 'airline': 'G3', 'distance': 7663.98}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'LAJ', 'airline': 'AD', 'distance': 617.83}]"
DTW,TOW,Detroit Metropolitan Wayne County Airport,Toledo Airport,DTW → GRU → CWB → TOW,4,2,9047.55,8038.23,0.888,"G3, AD","[{'from': 'DTW', 'to': 'GRU', 'airline': 'G3', 'distance': 8223.66}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
UDI,IZA,Ten. Cel. Aviador C�sar Bombonato Airport,Zona da Mata Regional Airport,UDI → CNF → IZA,3,1,679.89,602.8,0.887,"G3, AD","[{'from': 'UDI', 'to': 'CNF', 'airline': 'G3', 'distance': 454.02}, {'from': 'CNF', 'to': 'IZA', 'airline': 'AD', 'distance': 225.87}]"
IZA,UDI,Zona da Mata Regional Airport,Ten. Cel. Aviador C�sar Bombonato Airport,IZA → CNF → UDI,3,1,679.89,602.8,0.887,"G3, AD","[{'from': 'IZA', 'to': 'CNF', 'airline': 'AD', 'distance': 225.87}, {'from': 'CNF', 'to': 'UDI', 'airline': 'G3', 'distance': 454.02}]"
BSB,CMG,Presidente Juscelino Kubistschek International Airport,Corumb� International Airport,BSB → CGR → CMG,3,1,1230.68,1091.54,0.887,"G3, AD","[{'from': 'BSB', 'to': 'CGR', 'airline': 'G3', 'distance': 877.49}, {'from': 'CGR', 'to': 'CMG', 'airline': 'AD', 'distance': 353.19}]"
CMG,BSB,Corumb� International Airport,Presidente Juscelino Kubistschek International Airport,CMG → CGR → BSB,3,1,1230.68,1091.54,0.887,"G3, AD","[{'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'BSB', 'airline': 'G3', 'distance': 877.49}]"
MCZ,CFB,Zumbi dos Palmares Airport,Cabo Frio Airport,MCZ → SSA → CNF → CFB,4,2,1843.48,1634.35,0.887,"G3, AD","[{'from': 'MCZ', 'to': 'SSA', 'airline': 'G3', 'distance': 467.89}, {'from': 'SSA', 'to': 'CNF', 'airline': 'G3', 'distance': 959.57}, {'from': 'CNF', 'to': 'CFB', 'airline': 'AD', 'distance': 416.02}]"
PNZ,SJK,Senador Nilo Coelho Airport,Professor Urbano Ernesto Stumpf Airport,PNZ → CNF → SDU → SJK,4,2,1851.46,1641.52,0.887,"G3, AD","[{'from': 'PNZ', 'to': 'CNF', 'airline': 'AD', 'distance': 1198.27}, {'from': 'CNF', 'to': 'SDU', 'airline': 'G3', 'distance': 374.88}, {'from': 'SDU', 'to': 'SJK', 'airline': 'AD', 'distance': 278.31}]"
MAB,VIX,Jo�o Correa da Rocha Airport,Eurico de Aguiar Salles Airport,MAB → CKS → CNF → VIX,4,2,2155.66,1912.1,0.887,"G3, AD","[{'from': 'MAB', 'to': 'CKS', 'airline': 'AD', 'distance': 126.56}, {'from': 'CKS', 'to': 'CNF', 'airline': 'G3', 'distance': 1637.48}, {'from': 'CNF', 'to': 'VIX', 'airline': 'G3', 'distance': 391.62}]"
VIX,MAB,Eurico de Aguiar Salles Airport,Jo�o Correa da Rocha Airport,VIX → CNF → CKS → MAB,4,2,2155.66,1912.1,0.887,"G3, AD","[{'from': 'VIX', 'to': 'CNF', 'airline': 'G3', 'distance': 391.62}, {'from': 'CNF', 'to': 'CKS', 'airline': 'G3', 'distance': 1637.48}, {'from': 'CKS', 'to': 'MAB', 'airline': 'AD', 'distance': 126.56}]"
FEN,IPN,Fernando de Noronha Airport,Usiminas Airport,FEN → REC → CNF → IPN,4,2,2313.75,2051.28,0.887,"G3, AD","[{'from': 'FEN', 'to': 'REC', 'airline': 'G3', 'distance': 549.56}, {'from': 'REC', 'to': 'CNF', 'airline': 'G3', 'distance': 1607.72}, {'from': 'CNF', 'to': 'IPN', 'airline': 'AD', 'distance': 156.47}]"
IPN,FEN,Usiminas Airport,Fernando de Noronha Airport,IPN → CNF → REC → FEN,4,2,2313.75,2051.28,0.887,"G3, AD","[{'from': 'IPN', 'to': 'CNF', 'airline': 'AD', 'distance': 156.47}, {'from': 'CNF', 'to': 'REC', 'airline': 'G3', 'distance': 1607.72}, {'from': 'REC', 'to': 'FEN', 'airline': 'G3', 'distance': 549.56}]"
MVD,CGB,Carrasco International /General C L Berisso Airport,Marechal Rondon Airport,MVD → POA → MGF → CGB,4,2,2405.34,2133.35,0.887,"G3, AD","[{'from': 'MVD', 'to': 'POA', 'airline': 'G3', 'distance': 705.6}, {'from': 'POA', 'to': 'MGF', 'airline': 'AD', 'distance': 729.22}, {'from': 'MGF', 'to': 'CGB', 'airline': 'AD', 'distance': 970.52}]"
PAV,TOW,Paulo Afonso Airport,Toledo Airport,PAV → SSA → CNF → CWB → TOW,5,3,2660.68,2358.73,0.887,"G3, AD","[{'from': 'PAV', 'to': 'SSA', 'airline': 'AD', 'distance': 390.12}, {'from': 'SSA', 'to': 'CNF', 'airline': 'G3', 'distance': 959.57}, {'from': 'CNF', 'to': 'CWB', 'airline': 'AD', 'distance': 846.2}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
CKS,LAJ,Caraj�s Airport,Lages Airport,CKS → MAB → BSB → VCP → LAJ,5,3,2717.53,2409.42,0.887,"G3, AD","[{'from': 'CKS', 'to': 'MAB', 'airline': 'AD', 'distance': 126.56}, {'from': 'MAB', 'to': 'BSB', 'airline': 'G3', 'distance': 1175.14}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'LAJ', 'airline': 'AD', 'distance': 617.83}]"
TFF,UDI,Tef� Airport,Ten. Cel. Aviador C�sar Bombonato Airport,TFF → MAO → BSB → UDI,4,2,2805.71,2487.57,0.887,"G3, AD","[{'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'UDI', 'airline': 'AD', 'distance': 336.74}]"
UDI,TFF,Ten. Cel. Aviador C�sar Bombonato Airport,Tef� Airport,UDI → BSB → MAO → TFF,4,2,2805.71,2487.57,0.887,"G3, AD","[{'from': 'UDI', 'to': 'BSB', 'airline': 'AD', 'distance': 336.74}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}]"
AUX,ROS,Aragua�na Airport,Islas Malvinas Airport,AUX → BSB → POA → ROS,4,2,3533.93,3134.71,0.887,"G3, AD","[{'from': 'AUX', 'to': 'BSB', 'airline': 'AD', 'distance': 961.5}, {'from': 'BSB', 'to': 'POA', 'airline': 'G3', 'distance': 1605.27}, {'from': 'POA', 'to': 'ROS', 'airline': 'AD', 'distance': 967.16}]"
JJD,GEL,Jericoacoara,Santo �ngelo Airport,JJD → GRU → POA → GEL,4,2,3632.43,3222.16,0.887,"G3, AD","[{'from': 'JJD', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.97}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'GEL', 'airline': 'AD', 'distance': 347.88}]"
BVB,PDP,Atlas Brasil Cantanhede Airport,Capitan Corbeta CA Curbelo International Airport,BVB → BSB → POA → PDP,4,2,4769.25,4232.22,0.887,"G3, AD","[{'from': 'BVB', 'to': 'BSB', 'airline': 'G3', 'distance': 2510.14}, {'from': 'BSB', 'to': 'POA', 'airline': 'G3', 'distance': 1605.27}, {'from': 'POA', 'to': 'PDP', 'airline': 'AD', 'distance': 653.84}]"
BGI,RIA,Sir Grantley Adams International Airport,Santa Maria Airport,BGI → GRU → POA → RIA,4,2,5410.04,4798.13,0.887,"G3, AD","[{'from': 'BGI', 'to': 'GRU', 'airline': 'G3', 'distance': 4299.71}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'RIA', 'airline': 'AD', 'distance': 244.75}]"
RIA,BGI,Santa Maria Airport,Sir Grantley Adams International Airport,RIA → POA → GRU → BGI,4,2,5410.04,4798.13,0.887,"G3, AD","[{'from': 'RIA', 'to': 'POA', 'airline': 'AD', 'distance': 244.75}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'BGI', 'airline': 'G3', 'distance': 4299.71}]"
PHB,MCO,Prefeito Doutor Jo�o Silva Filho Airport,Orlando International Airport,PHB → FOR → MCO,3,1,6174.22,5475.01,0.887,"G3, AD","[{'from': 'PHB', 'to': 'FOR', 'airline': 'AD', 'distance': 368.46}, {'from': 'FOR', 'to': 'MCO', 'airline': 'G3', 'distance': 5805.76}]"
SJP,MIA,Prof. Eribelto Manoel Reino State Airport,Miami International Airport,SJP → VCP → BSB → MIA,4,2,6943.7,6161.85,0.887,"G3, AD","[{'from': 'SJP', 'to': 'VCP', 'airline': 'AD', 'distance': 338.04}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'MIA', 'airline': 'G3', 'distance': 5807.66}]"
RIA,MIA,Santa Maria Airport,Miami International Airport,RIA → POA → BSB → MIA,4,2,7657.68,6792.03,0.887,"G3, AD","[{'from': 'RIA', 'to': 'POA', 'airline': 'AD', 'distance': 244.75}, {'from': 'POA', 'to': 'BSB', 'airline': 'G3', 'distance': 1605.27}, {'from': 'BSB', 'to': 'MIA', 'airline': 'G3', 'distance': 5807.66}]"
IOS,IZA,Bahia - Jorge Amado Airport,Zona da Mata Regional Airport,IOS → CNF → IZA,3,1,974.74,863.46,0.886,"G3, AD","[{'from': 'IOS', 'to': 'CNF', 'airline': 'G3', 'distance': 748.87}, {'from': 'CNF', 'to': 'IZA', 'airline': 'AD', 'distance': 225.87}]"
AJU,BRA,Santa Maria Airport,Barreiras Airport,AJU → SSA → BRA,3,1,985.39,873.41,0.886,"G3, AD","[{'from': 'AJU', 'to': 'SSA', 'airline': 'G3', 'distance': 253.68}, {'from': 'SSA', 'to': 'BRA', 'airline': 'AD', 'distance': 731.71}]"
BRA,AJU,Barreiras Airport,Santa Maria Airport,BRA → SSA → AJU,3,1,985.39,873.41,0.886,"G3, AD","[{'from': 'BRA', 'to': 'SSA', 'airline': 'AD', 'distance': 731.71}, {'from': 'SSA', 'to': 'AJU', 'airline': 'G3', 'distance': 253.68}]"
FEN,PHB,Fernando de Noronha Airport,Prefeito Doutor Jo�o Silva Filho Airport,FEN → NAT → FOR → PHB,4,2,1172.68,1038.78,0.886,"G3, AD","[{'from': 'FEN', 'to': 'NAT', 'airline': 'AD', 'distance': 390.24}, {'from': 'NAT', 'to': 'FOR', 'airline': 'G3', 'distance': 413.98}, {'from': 'FOR', 'to': 'PHB', 'airline': 'AD', 'distance': 368.46}]"
PHB,FEN,Prefeito Doutor Jo�o Silva Filho Airport,Fernando de Noronha Airport,PHB → FOR → NAT → FEN,4,2,1172.68,1038.78,0.886,"G3, AD","[{'from': 'PHB', 'to': 'FOR', 'airline': 'AD', 'distance': 368.46}, {'from': 'FOR', 'to': 'NAT', 'airline': 'G3', 'distance': 413.98}, {'from': 'NAT', 'to': 'FEN', 'airline': 'AD', 'distance': 390.24}]"
PMW,MEA,Brigadeiro Lysias Rodrigues Airport,Maca� Airport,PMW → BSB → SDU → MEA,4,2,1706.89,1512.67,0.886,"G3, AD","[{'from': 'PMW', 'to': 'BSB', 'airline': 'G3', 'distance': 622.0}, {'from': 'BSB', 'to': 'SDU', 'airline': 'G3', 'distance': 928.23}, {'from': 'SDU', 'to': 'MEA', 'airline': 'AD', 'distance': 156.66}]"
MEA,PMW,Maca� Airport,Brigadeiro Lysias Rodrigues Airport,MEA → SDU → BSB → PMW,4,2,1706.89,1512.67,0.886,"G3, AD","[{'from': 'MEA', 'to': 'SDU', 'airline': 'AD', 'distance': 156.66}, {'from': 'SDU', 'to': 'BSB', 'airline': 'G3', 'distance': 928.23}, {'from': 'BSB', 'to': 'PMW', 'airline': 'G3', 'distance': 622.0}]"
PMW,PTO,Brigadeiro Lysias Rodrigues Airport,PATO BRANCO,PMW → BSB → CWB → PTO,4,2,2064.12,1828.62,0.886,"G3, AD","[{'from': 'PMW', 'to': 'BSB', 'airline': 'G3', 'distance': 622.0}, {'from': 'BSB', 'to': 'CWB', 'airline': 'G3', 'distance': 1081.95}, {'from': 'CWB', 'to': 'PTO', 'airline': 'AD', 'distance': 360.17}]"
MCZ,MCP,Zumbi dos Palmares Airport,Alberto Alcolumbre Airport,MCZ → REC → THE → SLZ → BEL → MCP,6,4,2254.06,1997.7,0.886,"G3, AD","[{'from': 'MCZ', 'to': 'REC', 'airline': 'AD', 'distance': 181.09}, {'from': 'REC', 'to': 'THE', 'airline': 'AD', 'distance': 936.77}, {'from': 'THE', 'to': 'SLZ', 'airline': 'AD', 'distance': 316.55}, {'from': 'SLZ', 'to': 'BEL', 'airline': 'G3', 'distance': 490.13}, {'from': 'BEL', 'to': 'MCP', 'airline': 'G3', 'distance': 329.52}]"
BPS,GEL,Porto Seguro Airport,Santo �ngelo Airport,BPS → POA → GEL,3,1,2293.81,2031.41,0.886,"G3, AD","[{'from': 'BPS', 'to': 'POA', 'airline': 'G3', 'distance': 1945.93}, {'from': 'POA', 'to': 'GEL', 'airline': 'AD', 'distance': 347.88}]"
BEL,CAW,Val de Cans/J�lio Cezar Ribeiro International Airport,Bartolomeu Lisandro Airport,BEL → CNF → SDU → CAW,4,2,2696.2,2389.25,0.886,"G3, AD","[{'from': 'BEL', 'to': 'CNF', 'airline': 'AD', 'distance': 2087.15}, {'from': 'CNF', 'to': 'SDU', 'airline': 'G3', 'distance': 374.88}, {'from': 'SDU', 'to': 'CAW', 'airline': 'AD', 'distance': 234.17}]"
CAW,BEL,Bartolomeu Lisandro Airport,Val de Cans/J�lio Cezar Ribeiro International Airport,CAW → SDU → CNF → BEL,4,2,2696.2,2389.25,0.886,"G3, AD","[{'from': 'CAW', 'to': 'SDU', 'airline': 'AD', 'distance': 234.17}, {'from': 'SDU', 'to': 'CNF', 'airline': 'G3', 'distance': 374.88}, {'from': 'CNF', 'to': 'BEL', 'airline': 'AD', 'distance': 2087.15}]"
GVR,MAO,Coronel Altino Machado de Oliveira Airport,Eduardo Gomes International Airport,GVR → PLU → UDI → BSB → MAO,5,3,2978.72,2640.06,0.886,"G3, AD","[{'from': 'GVR', 'to': 'PLU', 'airline': 'AD', 'distance': 232.24}, {'from': 'PLU', 'to': 'UDI', 'airline': 'AD', 'distance': 461.13}, {'from': 'UDI', 'to': 'BSB', 'airline': 'AD', 'distance': 336.74}, {'from': 'BSB', 'to': 'MAO', 'airline': 'G3', 'distance': 1948.61}]"
REC,JPR,Guararapes - Gilberto Freyre International Airport,Ji-Paran� Airport,REC → BSB → CGB → JPR,4,2,3348.11,2967.31,0.886,"G3, AD","[{'from': 'REC', 'to': 'BSB', 'airline': 'G3', 'distance': 1654.03}, {'from': 'BSB', 'to': 'CGB', 'airline': 'G3', 'distance': 877.35}, {'from': 'CGB', 'to': 'JPR', 'airline': 'AD', 'distance': 816.73}]"
PLU,PBM,Pampulha - Carlos Drummond de Andrade Airport,Johan Adolf Pengel International Airport,PLU → IPN → CNF → BEL → PBM,5,3,3466.84,3070.37,0.886,"G3, AD","[{'from': 'PLU', 'to': 'IPN', 'airline': 'AD', 'distance': 158.93}, {'from': 'IPN', 'to': 'CNF', 'airline': 'AD', 'distance': 156.47}, {'from': 'CNF', 'to': 'BEL', 'airline': 'AD', 'distance': 2087.15}, {'from': 'BEL', 'to': 'PBM', 'airline': 'G3', 'distance': 1064.29}]"
PBM,PLU,Johan Adolf Pengel International Airport,Pampulha - Carlos Drummond de Andrade Airport,PBM → BEL → CNF → IPN → PLU,5,3,3466.84,3070.37,0.886,"G3, AD","[{'from': 'PBM', 'to': 'BEL', 'airline': 'G3', 'distance': 1064.29}, {'from': 'BEL', 'to': 'CNF', 'airline': 'AD', 'distance': 2087.15}, {'from': 'CNF', 'to': 'IPN', 'airline': 'AD', 'distance': 156.47}, {'from': 'IPN', 'to': 'PLU', 'airline': 'AD', 'distance': 158.93}]"
RIA,MVF,Santa Maria Airport,Dix-Sept Rosado Airport,RIA → POA → GRU → REC → MVF,5,3,3633.51,3219.33,0.886,"G3, AD","[{'from': 'RIA', 'to': 'POA', 'airline': 'AD', 'distance': 244.75}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'REC', 'airline': 'G3', 'distance': 2100.81}, {'from': 'REC', 'to': 'MVF', 'airline': 'AD', 'distance': 422.37}]"
MCZ,TBT,Zumbi dos Palmares Airport,Tabatinga Airport,MCZ → REC → FOR → MAO → TBT,5,3,4303.21,3812.12,0.886,"G3, AD","[{'from': 'MCZ', 'to': 'REC', 'airline': 'AD', 'distance': 181.09}, {'from': 'REC', 'to': 'FOR', 'airline': 'G3', 'distance': 627.07}, {'from': 'FOR', 'to': 'MAO', 'airline': 'G3', 'distance': 2389.7}, {'from': 'MAO', 'to': 'TBT', 'airline': 'AD', 'distance': 1105.35}]"
MIA,LDB,Miami International Airport,Governador Jos� Richa Airport,MIA → PUJ → BSB → VCP → LDB,5,3,7109.4,6300.31,0.886,"G3, AD","[{'from': 'MIA', 'to': 'PUJ', 'airline': 'G3', 'distance': 1466.3}, {'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'LDB', 'airline': 'AD', 'distance': 410.05}]"
MCO,GVR,Orlando International Airport,Coronel Altino Machado de Oliveira Airport,MCO → SDQ → GIG → CNF → GVR,5,3,7620.84,6749.19,0.886,"G3, AD","[{'from': 'MCO', 'to': 'SDQ', 'airline': 'G3', 'distance': 1624.92}, {'from': 'SDQ', 'to': 'GIG', 'airline': 'G3', 'distance': 5409.85}, {'from': 'GIG', 'to': 'CNF', 'airline': 'G3', 'distance': 362.02}, {'from': 'CNF', 'to': 'GVR', 'airline': 'AD', 'distance': 224.05}]"
BSB,XAP,Presidente Juscelino Kubistschek International Airport,Serafin Enoss Bertaso Airport,BSB → VCP → XAP,3,1,1518.86,1344.6,0.885,"G3, AD","[{'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'XAP', 'airline': 'AD', 'distance': 720.86}]"
XAP,BSB,Serafin Enoss Bertaso Airport,Presidente Juscelino Kubistschek International Airport,XAP → VCP → BSB,3,1,1518.86,1344.6,0.885,"G3, AD","[{'from': 'XAP', 'to': 'VCP', 'airline': 'AD', 'distance': 720.86}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}]"
SJP,FEC,Prof. Eribelto Manoel Reino State Airport,FEIRA DE SANTANA/J.D.CARNEIRO,SJP → RAO → CNF → SSA → FEC,5,3,1664.08,1472.2,0.885,"G3, AD","[{'from': 'SJP', 'to': 'RAO', 'airline': 'AD', 'distance': 172.91}, {'from': 'RAO', 'to': 'CNF', 'airline': 'AD', 'distance': 430.72}, {'from': 'CNF', 'to': 'SSA', 'airline': 'G3', 'distance': 959.57}, {'from': 'SSA', 'to': 'FEC', 'airline': 'AD', 'distance': 100.88}]"
CGR,AUX,Campo Grande Airport,Aragua�na Airport,CGR → BSB → AUX,3,1,1838.99,1627.07,0.885,"G3, AD","[{'from': 'CGR', 'to': 'BSB', 'airline': 'G3', 'distance': 877.49}, {'from': 'BSB', 'to': 'AUX', 'airline': 'AD', 'distance': 961.5}]"
AUX,CGR,Aragua�na Airport,Campo Grande Airport,AUX → BSB → CGR,3,1,1838.99,1627.07,0.885,"G3, AD","[{'from': 'AUX', 'to': 'BSB', 'airline': 'AD', 'distance': 961.5}, {'from': 'BSB', 'to': 'CGR', 'airline': 'G3', 'distance': 877.49}]"
CFB,MAB,Cabo Frio Airport,Jo�o Correa da Rocha Airport,CFB → PLU → UDI → BSB → MAB,5,3,2365.82,2093.85,0.885,"G3, AD","[{'from': 'CFB', 'to': 'PLU', 'airline': 'AD', 'distance': 392.81}, {'from': 'PLU', 'to': 'UDI', 'airline': 'AD', 'distance': 461.13}, {'from': 'UDI', 'to': 'BSB', 'airline': 'AD', 'distance': 336.74}, {'from': 'BSB', 'to': 'MAB', 'airline': 'G3', 'distance': 1175.14}]"
SJK,MVF,Professor Urbano Ernesto Stumpf Airport,Dix-Sept Rosado Airport,SJK → PLU → VDC → SSA → REC → MVF,6,4,2489.49,2201.98,0.885,"G3, AD","[{'from': 'SJK', 'to': 'PLU', 'airline': 'AD', 'distance': 424.42}, {'from': 'PLU', 'to': 'VDC', 'airline': 'AD', 'distance': 644.17}, {'from': 'VDC', 'to': 'SSA', 'airline': 'AD', 'distance': 349.88}, {'from': 'SSA', 'to': 'REC', 'airline': 'G3', 'distance': 648.65}, {'from': 'REC', 'to': 'MVF', 'airline': 'AD', 'distance': 422.37}]"
GIG,PHB,Rio Gale�o � Tom Jobim International Airport,Prefeito Doutor Jo�o Silva Filho Airport,GIG → BSB → THE → PHB,4,2,2508.04,2220.63,0.885,"G3, AD","[{'from': 'GIG', 'to': 'BSB', 'airline': 'G3', 'distance': 913.97}, {'from': 'BSB', 'to': 'THE', 'airline': 'G3', 'distance': 1324.49}, {'from': 'THE', 'to': 'PHB', 'airline': 'AD', 'distance': 269.58}]"
PHB,GIG,Prefeito Doutor Jo�o Silva Filho Airport,Rio Gale�o � Tom Jobim International Airport,PHB → THE → BSB → GIG,4,2,2508.04,2220.63,0.885,"G3, AD","[{'from': 'PHB', 'to': 'THE', 'airline': 'AD', 'distance': 269.58}, {'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'GIG', 'airline': 'G3', 'distance': 913.97}]"
PHB,SDU,Prefeito Doutor Jo�o Silva Filho Airport,Santos Dumont Airport,PHB → THE → BSB → SDU,4,2,2522.3,2231.1,0.885,"G3, AD","[{'from': 'PHB', 'to': 'THE', 'airline': 'AD', 'distance': 269.58}, {'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'SDU', 'airline': 'G3', 'distance': 928.23}]"
SDU,PHB,Santos Dumont Airport,Prefeito Doutor Jo�o Silva Filho Airport,SDU → BSB → THE → PHB,4,2,2522.3,2231.1,0.885,"G3, AD","[{'from': 'SDU', 'to': 'BSB', 'airline': 'G3', 'distance': 928.23}, {'from': 'BSB', 'to': 'THE', 'airline': 'G3', 'distance': 1324.49}, {'from': 'THE', 'to': 'PHB', 'airline': 'AD', 'distance': 269.58}]"
LDB,SLZ,Governador Jos� Richa Airport,Marechal Cunha Machado International Airport,LDB → VCP → BSB → SLZ,4,2,2739.3,2423.63,0.885,"G3, AD","[{'from': 'LDB', 'to': 'VCP', 'airline': 'AD', 'distance': 410.05}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'SLZ', 'airline': 'G3', 'distance': 1531.25}]"
SLZ,LDB,Marechal Cunha Machado International Airport,Governador Jos� Richa Airport,SLZ → BSB → VCP → LDB,4,2,2739.3,2423.63,0.885,"G3, AD","[{'from': 'SLZ', 'to': 'BSB', 'airline': 'G3', 'distance': 1531.25}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'LDB', 'airline': 'AD', 'distance': 410.05}]"
AQA,MCP,Araraquara Airport,Alberto Alcolumbre Airport,AQA → VCP → BSB → MCP,4,2,2769.62,2451.83,0.885,"G3, AD","[{'from': 'AQA', 'to': 'VCP', 'airline': 'AD', 'distance': 167.94}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'MCP', 'airline': 'G3', 'distance': 1803.68}]"
MCP,AQA,Alberto Alcolumbre Airport,Araraquara Airport,MCP → BSB → VCP → AQA,4,2,2769.62,2451.83,0.885,"G3, AD","[{'from': 'MCP', 'to': 'BSB', 'airline': 'G3', 'distance': 1803.68}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'AQA', 'airline': 'AD', 'distance': 167.94}]"
